ticker,yearReport,lengthReport,Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,data_source,period_type
BCM,2022,2,0.13999865273436507,1933149922674,948939789246,0.9651612415566533,71568985577,-218183164206,1933149922674,-1633420121,1931516502553,-970747788139,960768714414,-223101347519,402739522864,-127148517540,-70537815623,1014289542173,154159328784,-47136777436,107022551348,1121312093521,-106409087921,-19081004,1014883924596,65944135350,948939789246,VCI,quarterly
BCM,2022,1,0.019647291247784644,1436881188991,424575311886,-0.07013438119489325,22451179484,-265737553229,1436881188991,-3532339567,1433348849424,-612712205882,820636643542,-265737553229,170442503066,-164881188918,-110552985228,472358598717,15169371402,-19269982097,-4100610695,468257988022,-77217258232,0,391040729790,-33534582096,424575311886,VCI,quarterly
BCM,2021,4,0.22093951398485034,3112322364373,284690793606,-0.6320710764432765,12704947766,-346887363421,3112322364373,-862510676,3111459853697,-1632022968621,1479436885076,-567753115676,269516600030,-174111884004,-276969747300,742823685892,33433130327,-303275060442,-269841930115,472981755777,-141176129552,-336083896,331469542329,46778748723,284690793606,VCI,quarterly
BCM,2021,3,-0.44787195676903224,883020073488,48575797672,-0.9170494494131555,13482967259,-162328570763,883020073488,-121793987682,761226085806,-343293972016,417932113790,-163030841826,113222563142,-138155017996,-97000996749,146450787620,3125341626,-97244787325,-94119445699,52331341921,-1991875801,0,50339466120,1763668448,48575797672,VCI,quarterly
BCM,2021,2,-0.30793455824995214,1695747550260,482881388651,0.6765395954497953,11664654336,-159285336008,1695747550260,-2787512842,1692960037418,-944583714867,748376322551,-159285336008,352179856042,-187815306306,-90519916472,674600274143,12808193979,-119168598822,-106360404843,568239869300,-56951342580,8399770565,519688297285,36806908634,482881388651,VCI,quarterly
BCM,2021,1,0.06503621681950357,1409194337419,456598570051,0.4696864120150943,31156999325,-153008345674,1409194337419,-10268173593,1398926163826,-818970099653,579956064173,-153028964714,274807377957,-127374652133,-96441514564,509075310044,7939559017,-9118591527,-1179032510,507896277534,-68069473287,28074849836,467901654083,11303084032,456598570051,VCI,quarterly
BCM,2020,4,-0.30268083456751,2549120844009,773765734028,-0.09592645541968212,5215046339,-138414131061,2549120844009,-36033527520,2513087316489,-1182036026484,1331051290005,-95489690694,405050477579,-212704510319,-450689080775,982433532135,35405925843,-24693453668,10712472175,993146004310,-129061753081,2770720912,866854972141,93089238113,773765734028,VCI,quarterly
BCM,2020,3,0.07114081441851071,1599303068036,585599460502,0.19149683711502716,3358639601,-146324183033,1599303068036,-45718505928,1553584562108,-827656487712,725928074396,-159185516634,363198952415,-151942208654,-88500929364,692857011760,11852717445,-14691461556,-2838744111,690018267649,-58379810849,-549783470,631088673330,45489212828,585599460502,VCI,quarterly
BCM,2020,2,0.08060477429065296,2450270520620,288022656883,-0.5077628836814676,21127338536,-128114443291,2450270520620,-23532604617,2426737916003,-1799479911726,627258004277,-132556344763,132142422209,-161394871483,-93340421720,393236127056,17372898891,-41435449064,-24062550173,369173576883,-29193192512,-21478256278,318502128093,30479471210,288022656883,VCI,quarterly
BCM,2020,1,-0.3109219924052952,1323142175979,310677547481,-0.48017575809464874,3783272095,-146595918686,1323142175979,-93779964932,1229362211047,-664906826826,564455384221,-146614384329,186470740790,-164316192105,-81769305748,362009514924,7969151132,-5589076131,2380075001,364389589925,-59650329462,27487344526,332226604989,21549057508,310677547481,VCI,quarterly
BCM,2019,4,0.20690473895955708,3655601294750,855865917841,-0.007391772852804667,61088055863,-124177158014,3655601294750,-131304319709,3524296975041,-2121218557972,1403078417069,-140260283191,473721981474,-271607533433,-511871061942,1014149575840,41651227189,-21981591924,19669635265,1033819211105,-109082198186,857197173,925594210092,69728292251,855865917841,VCI,quarterly
BCM,2019,3,-0.2950744257762439,1493083865826,491482177930,0.2454456095868859,26905877406,-147339354832,1493083865826,-101909948345,1391173917481,-761908723727,629265193754,-157865454693,330869975808,-180278055874,-104052938134,544844598267,24878121907,-7339415332,17538706575,562383304842,-42634409972,6398576591,526147471461,34665293531,491482177930,VCI,quarterly
BCM,2019,2,0.5067815966440136,2267499254969,585129904541,0.2156601270575721,-74812984478,-174857000181,2267499254969,-223001217004,2044498037965,-1073652622880,970845415085,-170185534648,249979627698,-175904551287,-88364261606,711557710764,19056239915,-6226932528,12829307387,724387018151,-115787061175,-8741844,608591215132,23461310591,585129904541,VCI,quarterly
BCM,2019,1,-0.027000037772358543,1920163118538,597658828573,0.30812934104704676,465999431795,-180662614107,1920163118538,-581874758366,1338288360172,-846450158516,491838201656,-193250906352,182542402104,-167942834742,-83026432944,696159861517,15310441353,-11016167091,4294274262,700454135779,-87271482109,12697839,613195351509,15536522936,597658828573,VCI,quarterly
BCM,2018,4,0.0,3028906239859,862239395598,0.0,24127774612,-107098989746,3028906239859,-1626739685094,1402166554765,-162777733645,1239388821120,-133407068646,397143532705,-268821251697,-219526451661,1038905356433,37202608016,-15013100628,22189507388,1061094863821,-144680057668,23688060964,940102867117,77863471519,862239395598,VCI,quarterly
BCM,2018,3,0.0,2118073056819,394623558144,0.0,29018958106,-154987546181,2118073056819,-36941686517,2081131370302,-1507672598290,573458772012,-165514905102,247537441482,-129744749479,-98731874432,456023642587,17041839148,-29524166253,-12482327105,443541315482,-25809131555,4132433875,421864617802,27241059658,394623558144,VCI,quarterly
BCM,2018,2,0.0,1504862589256,481326886946,0.0,34524223243,-176587278220,1504862589256,-386412929307,1118449659949,-424083500267,694366159682,-169440758102,270936873148,-163815645812,-97169955075,569400897084,403004221703,-391281634269,11722587434,581123484518,-105339822560,23697273645,499480935603,18154048657,481326886946,VCI,quarterly
BCM,2018,1,0.0,1973446241603,456880531473,0.0,9333288603,-168365263993,1973446241603,-66774937416,1906671304187,-1248900415964,657770888223,-178573972106,203648181953,-110281687703,-85707489510,496189209460,9889036724,-2454037132,7434999592,503624209052,-20002508301,-19993187,483601707564,26721176091,456880531473,VCI,quarterly
