symbol,id,issue_share,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,charter_capital
BCM,68107,1035000000, - Năm 1976: Công ty Thương Nghiệp Tổng Hợp Bến Cát (Becamex) được thành lập;  - Năm 1992: Sáp nhập với các công ty cấp Tỉnh lấy tên chính thức là công ty Thương mại  - XNK Tỉnh Sông Bé (Becamex);  - Năm 1999: Đổi tên thành Công ty Thương Mại  - Đầu Tư và Phát Triển (tên giao dịch là BECAMEX Corp.);  - Ngày 28/04/2006: Công ty Đầu Tư và Phát Triển Công Nghiệp (Becamex IDC Corp.) được thành lập trên cơ sở sắp xếp và tổ chức lại hoạt động của Công ty Thương mại Đầu tư và Phát triển (Becamex) theo Quyết định số 106/2006/QĐ-UBND của UBND tỉnh Bình Dương;  - Ngày 19/01/2010: Chuyển thành Tổng Công ty Đầu tư và Phát triển Công nghiệp hoạt động theo hình thức công ty mẹ - công ty con;  - Ngày 21/02/2018: Giao dịch trên thị trường UPCOM;  - Ngày 27/09/2018: Chuyển đổi thành Tổng Công ty Đầu tư và Phát triển Công nghiệp  - CTCP với vốn điều lệ 10.125.811.000.000 đồng theo Giấy chứng nhận đăng ký doanh nghiệp sô 3700145020 cấp thay đổi lần thứ 5 bởi Sở Kế hoạch và Đầu tư Tỉnh Bình Dương;  - Tháng 7/2019: Tăng vốn điều lệ lên 10.350.000.000 đồng;  - Ngày 31/07/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  - Ngày 31/08/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);,"Tổng Công ty Đầu tư và Phát triển Công nghiệp (BCM) có tiền thân là Công ty Thương Nghiệp Tổng Hợp Bến Cát (Becamex), được thành lập vào năm 1976. Tổng công ty hoạt động trong lĩnh vực đầu tư phát triển công nghiệp  - đô thị, xây dựng dân dụng  - công nghiệp  - giao thông. BCM mang đến cho các nhà đầu tư mô hình công nghiệp hóa tiên tiến thông qua Khu công nghiệp Khoa học và Công nghệ (Science and Technology Industrial Park – STIP) 21 KCN, hiện diện tại 15 tỉnh thành cả nước, với mạng lưới 26 doanh nghiệp thành viên trong nhiều lĩnh vực (Y tế, giáo dục, viễn thông, năng lượng, hạ tầng…). BCM được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối tháng 07/2020.",Bất động sản,Bất động sản,Bất động sản,1035000000,10350000000000
