ticker,yearReport,lengthReport,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Minority Interest,Net Profit For the Year,Attributable to parent company,EPS_basis,data_source,period_type
CTG,2018,3,19206080000000,0.1842299164851936,1871488000000,-0.04041560551112105,19206080000000,-11699011000000,7507069000000,1552612000000,-766020000000,786592000000,181997000000,177889000000,-28387000000,825970000000,-282597000000,543373000000,120404000000,9288937000000,-3580668000000,5708269000000,-3378148000000,2330121000000,-457206000000,-449506000000,-7700000000,-1427000000,1872915000000,1871488000000,0,VCI,yearly
CTG,2018,2,18513427000000,0.10979100467188878,1808113000000,-0.03454799326148071,18513427000000,-11306566000000,7206861000000,1419963000000,-813157000000,606806000000,123759000000,-25992000000,50774000000,712121000000,-283707000000,428414000000,111345000000,8501967000000,-3663247000000,4838720000000,-2600786000000,2237934000000,-425595000000,-431336000000,5741000000,-4226000000,1812339000000,1808113000000,0,VCI,yearly
CTG,2018,1,17610625000000,0.18409853125219994,2428579000000,0.1953691963600137,17610625000000,-10377052000000,7233573000000,1244519000000,-652028000000,592491000000,233900000000,239351000000,79624000000,663578000000,-306995000000,356583000000,98995000000,8834517000000,-3455427000000,5379090000000,-2351397000000,3027693000000,-587156000000,-580758000000,-6398000000,-11958000000,2440537000000,2428579000000,0,VCI,yearly
CTG,2017,4,17504492000000,0.29234534300675064,1577575000000,0.00967190903080585,17504492000000,-10348668000000,7155824000000,1390951000000,-818756000000,572195000000,192462000000,53774000000,-27859000000,1316514000000,-668084000000,648430000000,85941000000,8680767000000,-5025981000000,3654786000000,-1680984000000,1973802000000,-387600000000,-387360000000,-240000000,-8627000000,1586202000000,1577575000000,0,VCI,yearly
CTG,2017,3,16218202000000,0.16339190295633296,1950311000000,0.09880018885081575,16218202000000,-9785960000000,6432242000000,1044872000000,-670834000000,374038000000,164109000000,137879000000,-151533000000,677729000000,-125903000000,551826000000,98211000000,7606772000000,-3368615000000,4238157000000,-1819602000000,2418555000000,-466847000000,-466847000000,0,-1397000000,1951708000000,1950311000000,0,VCI,yearly
CTG,2017,2,16681904000000,0.2705081391586845,1872815000000,0.25832217439125255,16681904000000,-9362507000000,7319397000000,918980000000,-522096000000,396884000000,85590000000,64825000000,71433000000,437617000000,-299299000000,138318000000,531763000000,8608210000000,-3559871000000,5048339000000,-2778783000000,2269556000000,-387694000000,-387694000000,0,-9047000000,1881862000000,1872815000000,0,VCI,yearly
CTG,2017,1,14872601000000,0.21168757093589224,2031656000000,0.058443584834394824,14872601000000,-8707077000000,6165524000000,947528000000,-435456000000,512072000000,267805000000,113039000000,-17759000000,802052000000,-146761000000,655291000000,27131000000,7723103000000,-3114304000000,4608799000000,-2064726000000,2544073000000,-504946000000,-504946000000,0,-7471000000,2039127000000,2031656000000,0,VCI,yearly
CTG,2016,4,13544748000000,0.2594569589197387,1562463000000,0.2517248175042139,13544748000000,-8444130000000,5100618000000,924130000000,-425148000000,498982000000,210433000000,83575000000,16616000000,499447000000,-310000000000,189447000000,94300000000,6193971000000,-4144289000000,2049682000000,-81175000000,1968507000000,-397291000000,-397580000000,289000000,-8753000000,1571216000000,1562463000000,0,VCI,yearly
CTG,2016,3,13940446000000,0.27011040222672206,1774946000000,0.24722860885158723,13940446000000,-8000955000000,5939491000000,836739000000,-442904000000,393835000000,130955000000,40873000000,-1393000000,911034000000,-228456000000,682578000000,40934000000,7227273000000,-3046766000000,4180507000000,-1968255000000,2212252000000,-432939000000,-432939000000,0,-4367000000,1779313000000,1774946000000,0,VCI,yearly
CTG,2016,2,13130104000000,0.25649609556261344,1488343000000,-0.16454361082093302,13130104000000,-7243933000000,5886171000000,866718000000,-438303000000,428415000000,122273000000,-23094000000,-5830000000,341604000000,-315240000000,26364000000,13520000000,6447819000000,-3011846000000,3435973000000,-1567992000000,1867981000000,-376930000000,-376930000000,0,-2708000000,1491051000000,1488343000000,0,VCI,yearly
CTG,2016,1,12274287000000,0.1926343095980623,1919475000000,0.5416380207664037,12274287000000,-6896688000000,5377599000000,706910000000,-330117000000,376793000000,221478000000,82565000000,31562000000,794243000000,-393869000000,400374000000,1721000000,6492092000000,-2645942000000,3846150000000,-1441187000000,2404963000000,-481332000000,-481332000000,0,-4156000000,1923631000000,1919475000000,0,VCI,yearly
CTG,2015,4,10754435000000,0.05490547978399498,1248248000000,-0.13711017799073708,10754435000000,-6445040000000,4309395000000,759519000000,-363096000000,396423000000,-75630000000,-4448000000,234630000000,1656826000000,-672616000000,984210000000,-12262000000,5832318000000,-3353707000000,2478611000000,-858650000000,1619961000000,-365054000000,-365054000000,0,-6659000000,1254907000000,1248248000000,0,VCI,yearly
CTG,2015,3,10975775000000,0.06708208923396672,1423112000000,0.14058039496928368,10975775000000,-6066734000000,4909041000000,672601000000,-286603000000,385998000000,30394000000,19186000000,-74160000000,1069615000000,-427917000000,641698000000,-146000000,5912011000000,-2780890000000,3131121000000,-1284224000000,1846897000000,-420100000000,-420100000000,0,-3685000000,1426797000000,1423112000000,0,VCI,yearly
CTG,2015,2,10449777000000,0.012755773488072405,1781473000000,-0.05350914036572066,10449777000000,-5521654000000,4928123000000,782866000000,-376316000000,406550000000,27681000000,15062000000,-64430000000,776447000000,-384695000000,391752000000,38822000000,5743560000000,-2403077000000,3340483000000,-1025872000000,2314611000000,-527471000000,-527471000000,0,-5667000000,1787140000000,1781473000000,0,VCI,yearly
