ticker,yearReport,lengthReport,TOTAL ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Long-term investments (Bn. VND),Investments in associate companies,Other long-term assets (Bn. VND),Less: Provision for diminuation in value of long term investments,Fixed assets (Bn. VND),Tangible fixed assets,Intagible fixed assets,Other Assets,TOTAL RESOURCES (Bn. VND),LIABILITIES (Bn. VND),Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,OWNER'S EQUITY(Bn.VND),Capital,Reserves,Foreign Currency Difference reserve,Undistributed earnings (Bn. VND),Minority Interest,Paid-in capital (Bn. VND),Other Reserves,MINORITY INTERESTS,data_source,period_type
CTG,2015,3,710691568000000,4578630000000,7809427000000,57024216000000,761671000000,768038000000,-6367000000,17058000000,494898422000000,499582333000000,-4683911000000,105094331000000,95762493000000,11071977000000,-1740139000000,3900724000000,2795633000000,1131164000000,-26073000000,8460488000000,4297451000000,4163037000000,28146601000000,710691568000000,654779250000000,2493125000000,91515867000000,468834821000000,0,52347332000000,13785503000000,25802602000000,55664981000000,46208816000000,4390407000000,448721000000,4617037000000,247337000000,37234046000000,0,0,VCI,yearly
CTG,2015,2,685746598000000,4206148000000,13645139000000,47885834000000,1326248000000,1336191000000,-9943000000,0,475529003000000,480573082000000,-5044079000000,104168763000000,95771935000000,9413991000000,-1017163000000,3876315000000,2918062000000,1029326000000,-71073000000,8474196000000,4298929000000,4175267000000,26634952000000,685746598000000,631151183000000,1925073000000,103807877000000,449204510000000,366275000000,40695703000000,9904527000000,25247218000000,54363322000000,46208816000000,4256121000000,381935000000,3516450000000,0,37234046000000,0,232093000000,VCI,yearly
CTG,2015,1,645834914000000,4220288000000,9764518000000,56311199000000,4585769000000,4590830000000,-5061000000,0,444261060000000,450056795000000,-5795735000000,87116653000000,79575295000000,8200704000000,-659346000000,3852772000000,2880220000000,1030326000000,-57774000000,8642406000000,4464914000000,4177492000000,27080249000000,645834914000000,589299508000000,1588186000000,77750049000000,428455767000000,926746000000,38351137000000,5363982000000,36863641000000,56307090000000,46208816000000,4251143000000,360735000000,5486396000000,228316000000,37234046000000,0,0,VCI,yearly
CTG,2014,4,661131588577250,4630739535450,9876450843820,75433624168791,3647897426715,3654333271530,-6435844815,0,435523078452520,439869026573815,-4345948121295,93404409859437,87338961822648,6708858089281,-643410052492,3784907741923,2843745306962,1030326170000,-89163735039,8872165234411,4661629583853,4210535650558,25958315314183,661131588577250,605893410829510,4731403416270,103769864501216,424181173700182,415778486562,32021693238882,5294072720997,35479424765401,55012807832165,46208815611208,4250372214745,338462855927,4215157150285,225369915575,37234045560000,0,0,VCI,yearly
CTG,2014,3,620999086766294,3673630421037,5096644742688,60469949227134,4732277330880,4735657160928,-3379830048,0,393466651016689,398879183072898,-5412532056209,115598553750585,108069630505784,7781181621151,-252258376350,3778571364699,2821904381307,1040326170000,-83659186608,7148030894527,3487258384338,3660772510189,27034778018055,620999086766294,566184971360860,725729594701,93873419442827,397867365058654,418305553495,25808762452217,5357766122472,42133623136494,54602463538874,46205812623429,3379900411285,336011150927,4680739353233,211651866560,37234045560000,0,0,VCI,yearly
CTG,2014,2,597636191000000,4343509000000,18014881000000,54066164000000,3494314000000,3497800000000,-3486000000,0,372499172000000,377992284000000,-5493112000000,109097493000000,106766907000000,2586748000000,-256162000000,3727302000000,2775896000000,1029326000000,-77920000000,7288937000000,3626887000000,3662050000000,25104419000000,597636191000000,544054345000000,569235000000,88388535000000,377690458000000,22389000000,31391083000000,5368838000000,40623807000000,53364042000000,46205524000000,3379895000000,338704000000,3439919000000,0,37234046000000,0,217804000000,VCI,yearly
CTG,2014,1,558784227245910,3729929613594,6715208913334,69042430074499,3577004792268,3577984652741,-979860473,83023378426,349837758304576,354222562638432,-4384804333856,90709418434984,88335543724767,2586747900000,-212873189783,3151578951516,2833878676118,321108350000,-3408074602,6716352192857,3321146271654,3395205921203,25221522589856,558784227245910,503374533616307,347732651211,72339453882616,354302318472554,0,32730831304208,7588613015969,36065584289749,55192442651574,46205524371177,3374963602965,316687057901,5295267619531,217250978029,37234045560000,0,0,VCI,yearly
CTG,2013,4,576383611897467,2834504632991,10159563699174,73079475509539,820066521994,822692949055,-2626427061,164333978291,372989118506598,376288967727617,-3299849221019,82840024998125,80461692898991,2586747900000,-208415800866,3114375785509,2795383344430,321108350000,-2115908921,7080387967311,3464588888678,3615799078633,23301760297935,576383611897467,522094238617564,147371183167,80464091233244,364497658846180,0,32424518798872,16564766121697,27995832434404,54076454561945,46205524371177,3347815102419,317641109182,4205473979167,212918717958,37234045560000,0,0,VCI,yearly
CTG,2013,3,528608920350869,3455021136694,11483021576889,62862206158702,561274025086,564070544145,-2796519059,82565435925,339399258003775,345555669765645,-6156411761870,79167401920734,76722928805127,2586747900000,-142274784393,3098694831325,2778562390246,322248350000,-2115908921,5861772910827,2973368149542,2888404761285,22637704350912,528608920350869,478290605131445,232914223732,76514892522742,329479805191960,0,31376428542946,15516654019890,25169910630175,50109676620026,41633051891177,2466585092175,315031824239,5695007812435,208638599398,32661443480000,0,0,VCI,yearly
CTG,2013,2,522220602000000,3279780000000,21351292000000,61746128000000,448747000000,453376000000,-4629000000,0,329247025000000,334607264000000,-5360239000000,77222490000000,75117486000000,2250000000000,-144996000000,2760773000000,2440641000000,322248000000,-2116000000,5371078000000,2938052000000,2433026000000,20793289000000,522220602000000,474073589000000,256228000000,80785438000000,307267055000000,30353000000,28449477000000,28820524000000,28464514000000,48147013000000,41633051000000,2468779000000,320495000000,3508604000000,0,32661443000000,0,216084000000,VCI,yearly
CTG,2013,1,499847288619622,3305732865261,11643160830326,51874781693404,408824916528,415422161120,-6597244592,0,319746200264948,324625829432397,-4879629167449,83586829456864,81254777011789,2450000000000,-117947554925,2941654299881,2620369408771,322108600000,-823708890,5198668285438,2816300553399,2382367732039,21141436006972,499847288619622,464981297074845,259918692185,87413212107329,302797098300021,90992388804,35219757985377,18464735159910,20735582441219,34647244684612,26219755424864,2436314833272,302100463996,5689073962480,218746860165,26217545370000,0,0,VCI,yearly
CTG,2012,2,404867884000000,3082829000000,10453560000000,20950247000000,314702000000,324911000000,-10209000000,30947000000,279328757000000,284662581000000,-5333824000000,68039788000000,65893077000000,2400000000000,-253289000000,2998320000000,2700704000000,298440000000,-824000000,3920353000000,2361574000000,1558779000000,15748381000000,404867884000000,374072771000000,427894000000,43844323000000,253374214000000,0,38200863000000,14223065000000,24002412000000,30587139000000,26219755000000,1495225000000,302144000000,2570015000000,0,26217545000000,0,207974000000,VCI,yearly
CTG,2010,2,295009569000000,2775147000000,5208491000000,33891953000000,301548000000,325820000000,-24272000000,12129000000,184911080000000,187091565000000,-2180485000000,54790044000000,48302317000000,6487727000000,0,1477333000000,1308085000000,169248000000,0,2703769000000,1920527000000,783242000000,8938075000000,295009569000000,281499957000000,26911333000000,20049744000000,155965141000000,5854000000,47353308000000,17875131000000,13339446000000,13509612000000,11341317000000,153938000000,102175000000,1701298000000,0,11252973000000,0,210884000000,VCI,yearly
CTG,2009,2,218561995000000,2152219000000,5336878000000,26444874000000,502707000000,503862000000,-1155000000,0,136385609000000,138230424000000,-1844815000000,35538416000000,31679242000000,3859174000000,0,1107547000000,946095000000,161452000000,0,2168940000000,1413061000000,755879000000,8924805000000,218561995000000,204985759000000,1389169000000,6876423000000,139413318000000,316471000000,42192152000000,3861411000000,10936815000000,13576236000000,8226182000000,4936298000000,85882000000,133378000000,0,7730368000000,209395000000,194496000000,VCI,yearly
