Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),,
CTG,2020,1,14.5136708429,0.1396912399569838,1.4676230001536308,0.2868068874534682,0.1231782942,0.0,0.0077101328,0.0,15.513670842915618,82845751371000.0,3723404556.0,8.8629083673,1.0586023013,1.9927185522,14.0414220902,648.4565304914989,21018.2803998266,VCI,quarterly
CTG,2019,4,15.039226865,0.14216136702743357,1.440515807660418,0.30547055865484096,0.130796871,0.0,0.0078679938,0.0,16.040076397850033,71489367475200.0,3723404556.0,7.5560036853,0.9309312015,1.7643250437,-46.221265539,713.1094566990695,20624.5101344824,VCI,quarterly
CTG,2019,3,15.0554430186,0.13683863100991292,1.3943902805416377,0.3014631716057312,0.0858877067,0.0,0.0052107581,0.0,16.055443018645516,94202135266800.0,3723404556.0,15.3953762262,1.2675655476,2.9373901763,5.5507491886,674.4212083947399,19959.5200796118,VCI,quarterly
CTG,2019,2,15.3288302839,0.14501701809543296,1.3500438436800368,0.21473440858712042,0.078272478,0.0,0.0046957182,0.0,16.328830283932316,81914900232000.0,3723404556.0,14.9501462621,1.1391538946,2.6438601959,1.6537203221,474.4754359697894,19312.5793661407,VCI,quarterly
CTG,2019,1,15.3531643327,0.1557705916261897,1.3058771650090066,0.3180272656509053,0.080139577,0.0,0.0047759336,0.0,16.353164332698622,77074474309200.0,3723404556.0,13.9611156905,1.1039285976,2.6087241852,2.7205201868,679.0024994533525,18751.2127543306,VCI,quarterly
CTG,2018,4,16.2622609208,0.16473839532985962,1.2564042956886867,-3.1528020005372093,0.0825166285,0.0,0.0047921749,0.0,17.257134337650285,79122346815000.0,3723404556.0,14.6145351111,1.1781302043,2.7532378925,3.2401516155,-223.8212333540476,18037.0556005733,VCI,quarterly
CTG,2018,3,15.7705808579,0.15827445062852996,1.3019596357115295,0.24929676282447916,0.1147920555,0.0,0.0067989178,0.0,16.770580857861585,76143623170200.0,3723404556.0,9.9071105012,1.0939626718,2.1566650914,4.2256793908,502.62816512490724,18693.5080389905,VCI,quarterly
CTG,2018,2,0.0,0.16480912808814696,1.2670869191808671,0.2508877304557421,0.0,0.0,0.0,0.0,16.755969827253313,82659581143200.0,3723404556.0,10.6457275746,1.2203872788,2.4583489353,-4.7211887015,485.6074522136885,18190.9467481459,VCI,quarterly
CTG,2018,1,15.8363780679,0.17019603808487432,1.2322530481475147,0.33573712465471767,0.1240491174,0.0,0.0072711642,0.0,16.836378067924826,88803198660600.0,3723404556.0,11.3424477998,1.3482423275,2.6327452817,8.6603674233,652.2468787568406,17689.6982938679,VCI,quarterly
CTG,2017,4,16.1733079582,0.1795784748152638,1.1859496809044259,0.22046028521662914,0.1198072117,0.0,0.0072736934,0.0,17.194244505019988,109095753490800.0,3723404556.0,14.6784750395,1.7188645124,3.3444570285,4.5552990683,423.691537213664,17046.1370220147,VCI,quarterly
CTG,2017,3,16.0566898991,0.16498786321248954,1.1597796593113125,0.30320858574661835,0.1225631889,0.0,0.0074144434,0.0249554367,17.056689899138203,104441497795800.0,3723404556.0,13.9675176999,1.6844329108,3.4555037254,14.5462528449,523.7977691296567,16652.488692741,VCI,quarterly
CTG,2017,2,16.1687585191,0.17036075560932798,1.12328031085831,0.255870121541433,0.1201710596,0.0,0.0075425922,0.036939314,17.168758519139406,70558516336200.0,3723404556.0,9.6627825057,1.1750874488,2.3641509821,2.6971916419,502.98455938184117,16126.4593700078,VCI,quarterly
CTG,2017,1,15.9619585273,0.17823758916932173,1.0887099225389723,0.3295187886706791,0.1147100792,0.0,0.0075047813,0.0358974359,16.888841410180582,72606388842000.0,3723404556.0,10.4958642128,1.2476219034,2.6226092457,2.5288324113,545.6447102225654,15629.7352159902,VCI,quarterly
CTG,2016,4,14.7707575125,0.1685717168166141,1.1726681521150077,0.3063281743506375,0.1178873409,0.0,0.007913361,0.04,15.065367449624542,65159579730000.0,3723404556.0,9.5292274666,1.0834816784,2.4623580915,1.8925229556,419.632886112846,16151.6344476773,VCI,quarterly
CTG,2016,3,13.750467382,0.1383959665961949,1.1415414376163768,0.2988380654167167,0.1099543053,0.0,0.0077431111,0.0487804878,14.694035014064525,68696814058200.0,3723404556.0,10.6821157961,1.1252715232,2.6422357651,1.60362977,476.6997443615955,16396.0427507663,VCI,quarterly
CTG,2016,2,0.0,0.14454705428470574,1.1082214981459595,0.2528541899309415,0.0,0.0,0.0,0.0529411765,14.286502605223406,63297877452000.0,3723404556.0,10.4122429381,1.0680628972,2.5643032742,1.9861398624,399.72637343466795,15916.6656237144,VCI,quarterly
CTG,2016,1,12.7004487533,0.14848273481584306,1.080406539202004,0.3569390354319837,0.1139605357,0.0,0.0085890028,0.0505617978,13.646470402105617,66276601096800.0,3723404556.0,10.4007216663,1.1472264341,2.7638304258,2.7336409159,515.5161012270083,15515.6815351198,VCI,quarterly
CTG,2015,4,0.0,0.15511223654733,1.0403688240453512,0.28965736489692867,0.0,0.0,0.0,0.0542168675,13.952305320496343,61808515629600.0,3723404556.0,10.8475558647,1.1063368321,2.7175884132,-51.3647310538,335.2437214990613,15004.4719824432,VCI,quarterly
CTG,2015,3,0.0,0.15198941682922698,1.0365934178713005,0.2898961324625319,0.0,0.0,0.0,0.0406976744,12.767301007432303,64042558363200.0,3723404556.0,10.8615500513,1.1504999727,2.7920143301,-3.1038506832,382.2071919922741,14950.0220846265,VCI,quarterly
CTG,2015,2,0.0,0.1558807609292162,1.0123539206600658,0.3614911803134784,0.0,0.0,0.0,0.0339805825,12.614140798827563,76702133853600.0,3723404556.0,13.4074486082,1.4109169922,3.4579289217,-2.6432950184,478.4527099343217,14600.4336998456,VCI,quarterly
CTG,2015,1,0.0,0.153486994266619,1.048550773303721,0.26533993290464253,0.0,0.0,0.0,0.0338164251,11.469868430423238,77074474309200.0,3723404556.0,13.2394560402,1.3688236281,3.6186541216,-5.2604617514,334.3950358533106,15122.474200091,VCI,quarterly
CTG,2014,4,11.0136790508,0.1612745392214575,1.0244486474798398,0.33243283112440397,0.1047253509,0.0,0.0092316961,0.0414201183,12.01777576222347,62925536996400.0,3723404556.0,11.0161596516,1.1438343183,2.9920191154,3.404090074,388.51277758548247,14774.8670665552,VCI,quarterly
CTG,2014,3,10.3692202634,0.13091041010334614,1.0168072150056868,0.2766935055336185,0.0877138016,10.0324192918,0.0080952153,0.0653594771,11.373096496354533,56968089706800.0,3723404556.0,10.4903084644,1.0433245317,2.815811067,-8.1075579775,335.0988616655708,14664.6604519206,VCI,quarterly
CTG,2014,2,10.1951487295,0.13658892255575392,0.9937453259565047,0.4187218934208781,0.1072217037,9.3767056126,0.0100868909,0.0699300699,11.199230204488632,53244685150800.0,3723404556.0,9.1329765342,0.9977633469,2.5376988994,2.2777593644,505.5016697352937,14332.0558369108,VCI,quarterly
CTG,2014,1,9.1203525235,0.12168970732563619,1.0277938075441155,0.26883640883026244,0.1136525137,9.6389910843,0.0107782591,0.0680272108,10.124288768545277,54734046973200.0,3723404556.0,8.6400723642,0.9916945933,2.5473860389,3.4042976401,304.9968819563318,14823.1119722501,VCI,quarterly
CTG,2013,4,9.6548137902,0.1309329175639716,1.007011874498415,0.11494949347293051,0.132098108,0.0,0.0107277638,0.0802469135,10.658679763060558,60319153807200.0,3723404556.0,8.9123217461,1.1154789898,2.7690041901,22.5436695641,133.77894432027978,14522.9091243557,VCI,quarterly
CTG,2013,3,9.5448751098,0.11697886129411542,0.9331425255669872,0.4723151416511588,0.1597623995,9.3518067918,0.0129348625,0.0802469135,10.549038748727705,60319153807200.0,3723404556.0,7.0846877407,1.2037426276,2.6955029227,-41.0189851725,587.2929656717646,13458.0263482994,VCI,quarterly
CTG,2013,2,9.8907657099,0.11155578851797099,0.896593798639111,0.4434763927294912,0.1920713496,9.9868060184,0.0145566582,0.0751445086,10.846375911211771,64414898818800.0,3723404556.0,6.6512343488,1.2268679361,2.9154437418,-13.4764437417,555.9004631813638,14100.9472084881,VCI,quarterly
CTG,2013,1,13.420440826,0.15004564815357171,0.6452010787077284,0.2237607015395291,0.1718552363,10.1275793736,0.0122401371,0.065,14.42675436877152,65322886960000.0,3266144348.0,7.5525943356,1.3035222033,2.9415142683,-5.7934712449,318.2809980044397,15343.0451349458,VCI,quarterly
CTG,2012,2,0.0,0.12816998019984804,0.5695937803143156,0.12179751694107248,0.0,0.0,0.0,0.0,13.236539841140422,44307651675300.0,2621754537.0,7.6955964662,1.448571299,1.992204482,5.3064730086,217.64675395544094,11666.6677098612,VCI,quarterly
CTG,2010,2,0.0,0.20013668786342642,0.2515760290512834,0.2152734554173656,0.0,0.0,0.0,0.0,21.837012713614573,28828648320000.0,0.0,9.7686938708,2.1677748668,2.327619113,0.0,0.0,8764.7478020918,VCI,quarterly
CTG,2009,2,0.0,0.15976003952789272,0.2528167013488677,0.21019310059919788,0.0,0.0,0.0,0.0,16.098865326147838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,quarterly
