Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),,
VPB,2016,1,13.3225233416,0.03517549494034083,0.17907752474714056,0.26182084438799724,0.2258722132,0.0152991072,14.322523341634364,0.0,577000000.0,0.0,0.0,0.0,0.0,1505.9168110918545,15475.3011654504,VCI,yearly
VPB,2015,4,0.0,0.03805937475772882,0.16875536838182367,0.16250739474593484,0.0,0.0,14.480361301679105,0.0,577000000.0,0.0,0.0,0.0,0.0,860.7608318890815,16618.8524844516,VCI,yearly
VPB,2015,3,0.0,0.04710297817312806,0.16066674751434878,0.3579349892486292,0.0,0.0,15.297787894527549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
VPB,2015,2,0.0,0.05056876541600195,0.15022355393613526,0.2357560263746488,0.0,0.0,15.036915005778352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
VPB,2015,1,0.0,0.06484940457949706,0.11857801351671977,0.15157417427199787,0.0,0.0,17.50034678342825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
VPB,2014,4,0.0,0.06714115023011506,0.1131885111531464,0.10373181387460843,0.0,0.0,18.17774013979504,0.0,577000000.0,0.0,0.0,0.0,0.0,317.5944540727903,14147.9595614589,VCI,yearly
VPB,2014,3,14.6942054282,0.0699836994577528,0.1103402356798167,0.43410044125999386,0.1416931581,0.0090923612,16.863186704606075,0.0,577000000.0,0.0,0.0,0.0,0.0,826.5753899480069,15172.1143847487,VCI,yearly
VPB,2014,2,14.6942054282,0.06524740236797258,0.10420116723783411,0.33135131736951046,0.1416931581,0.0090923612,16.34610192203179,0.0,577000000.0,0.0,0.0,0.0,0.0,721.6412478336222,14327.9740034662,VCI,yearly
VPB,2014,1,14.6942054282,0.05168258882487283,0.09940086893458353,0.1346099651633008,0.1416931581,0.0090923612,16.48470370913735,0.0,577000000.0,0.0,0.0,0.0,0.0,272.35701906412476,13667.9185441941,VCI,yearly
VPB,2013,4,14.6942054282,0.054164800302121334,0.09738809432228612,0.335987065740669,0.1416931581,0.0090923612,15.69420542827032,0.0,577000000.0,0.0,0.0,0.0,0.0,1029.6967071057193,13391.1559792028,VCI,yearly
VPB,2013,3,15.8261284792,0.054735259005516526,0.0895728816837141,0.19364559587674457,0.0649019515,0.003950909,16.826128479209032,0.0,577000000.0,0.0,0.0,0.0,0.0,318.73830155979203,12316.5407279029,VCI,yearly
VPB,2013,2,14.4551773786,0.05842820285479924,0.08584903690201288,0.08556093754990908,0.101857145,0.0069408204,16.672998886979777,0.0,577000000.0,0.0,0.0,0.0,0.0,122.44413906759098,11870.8388214905,VCI,yearly
VPB,2013,1,14.4551773786,0.06367298356075424,0.08506965063150222,0.18528476873307634,0.101857145,0.0069408204,16.68472401485902,0.0,577000000.0,0.0,0.0,0.0,0.0,226.41721275216636,11697.3329094298,VCI,yearly
