ticker,yearReport,lengthReport,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,data_source,period_type
MBB,2016,2,-274124000000.0,1317549000000.0,-1316507000000.0,-27194000000.0,-24025000000.0,51188000000.0,-118169000000.0,-421491000000.0,-423356000000.0,-1885226000000.0,21450130000000.0,0.0,19564904000000.0,-1343701000000.0,-314616000000.0,0.0,140467000000.0,-1865000000.0,VCI,yearly
MBB,2016,1,-403126000000.0,1693127000000.0,-5384935000000.0,-29402000000.0,-137338000000.0,4131000000.0,441601000000.0,421491000000.0,420499000000.0,-4552237000000.0,26002367000000.0,0.0,21450130000000.0,-5414337000000.0,341719000000.0,0.0,261906000000.0,-992000000.0,VCI,yearly
MBB,2015,4,-478498000000.0,1811888000000.0,2050217000000.0,66364000000.0,-180527000000.0,15642000000.0,-537001000000.0,-1000000.0,3748000000.0,1583328000000.0,24419038000000.0,0.0,26002366000000.0,2116581000000.0,-291317000000.0,-42894000000.0,0.0,3749000000.0,VCI,yearly
MBB,2015,3,-336052000000.0,-280718000000.0,-829596000000.0,-180193000000.0,-17380000000.0,16624000000.0,198583000000.0,4438348000000.0,3857805000000.0,3046599000000.0,21372439000000.0,0.0,24419038000000.0,-1009789000000.0,280501000000.0,-81162000000.0,0.0,-580543000000.0,VCI,yearly
MBB,2015,2,-311207000000.0,1962126000000.0,9263569000000.0,-7727000000.0,-19169000000.0,52229000000.0,-262632000000.0,0.0,-1620000000.0,8991590000000.0,12380849000000.0,0.0,21372439000000.0,9255842000000.0,-278237000000.0,-17455000000.0,0.0,-1620000000.0,VCI,yearly
MBB,2015,1,-240726000000.0,1616685000000.0,-7868483000000.0,-46732000000.0,-70057000000.0,7184000000.0,162510000000.0,0.0,0.0,-7752705000000.0,20133554000000.0,0.0,12380849000000.0,-7915215000000.0,278594000000.0,-53211000000.0,0.0,0.0,VCI,yearly
MBB,2014,4,-369335722500.0,1234826154078.0,1993997407468.0,593576277733.0,-149300908174.0,22603744239.0,-145831453608.0,0.0,-800751993926.0,1640990237667.0,18492563920725.0,0.0,20133554158392.0,2587573685201.0,0.0,0.0,75270845759.0,-800751993926.0,VCI,yearly
MBB,2014,3,-303489586991.0,922529090476.0,1969710685585.0,-667031851343.0,-68266326425.0,3294741131.0,-124926956179.0,0.0,-9589090860.0,1168162787203.0,17324401133522.0,0.0,18492563920725.0,1302678834242.0,-57239811.0,0.0,-62133755097.0,-9589090860.0,VCI,yearly
MBB,2014,2,-284401015418.0,1433063770277.0,739986985124.0,-12712124063.0,-103401996894.0,42131245101.0,-57700233999.0,0.0,9589090860.0,679163717922.0,16645237415600.0,0.0,17324401133522.0,727274861061.0,-2185940986.0,0.0,7846917726.0,9589090860.0,VCI,yearly
MBB,2014,1,-217359725175.0,1473116988383.0,4096139622362.0,-29878363435.0,-40340885142.0,2268159400.0,37651205088.0,0.0,0.0,4103912464015.0,12541324951585.0,0.0,16645237415600.0,4066261258927.0,2243180797.0,0.0,73480750033.0,0.0,VCI,yearly
