Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),,
MBB,2021,2,8.3561567634,0.078352336509968,0.9166219558790777,0.39558274423180306,0.2006933782,0.0,0.0213379577,0.0524475524,9.356156763384265,108060002822200.0,3778321777.0,10.3176201379,2.0273951399,3.3180609033,294.1739259469,687.0844129271735,14106.7715101598,VCI,yearly
MBB,2021,1,8.510828141,0.0804533710546906,0.8803894549150463,0.5969065039257155,0.2042335505,0.0,0.0217888413,0.0503355705,9.510828140954008,112593988954600.0,3778321777.0,11.0862338913,2.1897754268,3.7262721325,-52.6251472789,940.3140361488593,13608.70143803,VCI,yearly
MBB,2020,4,8.8799830617,0.08604715476672968,0.8209973201723499,0.3332300639809731,0.1836446214,0.0,0.0182304134,0.0,9.879983061705513,82843203411200.0,2798756872.0,10.026216045,1.7292683977,3.0276543976,5.6203525583,689.8437728963261,17117.0652511041,VCI,yearly
MBB,2020,3,7.8526418145,0.08555097014352843,0.7907544729066162,0.4563923358614682,0.1843935534,0.0,0.01967951,0.0581395349,8.852641814478611,72207927297600.0,2798756872.0,8.6214066704,1.564957625,2.7412816521,-4.1251404317,842.2021303749746,16486.0693908821,VCI,yearly
MBB,2020,2,8.2063205955,0.061263227807390463,0.7505154810225271,0.48931346625008626,0.1925520582,0.0,0.0196802813,0.0852272727,9.206320595514688,48807277235200.0,2773140752.0,5.9136626027,1.1147921814,1.880754631,-5.7649754657,815.8922327935268,15787.6959431016,VCI,yearly
MBB,2020,1,8.2488682147,0.06391487368716614,0.7207814605781285,0.36468030936202867,0.196330698,0.0,0.0190602703,0.0920245399,9.248868214727839,39306255878300.0,2411426741.0,4.88907507,0.9356592838,1.5393145078,11.3226647557,710.0572332916665,17420.8713396697,VCI,yearly
MBB,2019,4,9.3166397707,0.07015180886116552,0.6536222851526307,0.38250693224522925,0.2112587976,0.0,0.0202187781,0.0,10.31663977072149,38703399193050.0,2411426741.0,4.8681399058,1.0185681614,1.5700890788,42.6510006518,775.4662284389091,15757.4137973781,VCI,yearly
MBB,2019,3,9.546968697,0.07204456018196018,0.6175235376351609,0.47488058041682535,0.2056060154,0.0,0.0190949969,0.0,10.546968697000263,52095216320000.0,2325679300.0,7.0248161773,1.4530667746,2.2006317415,5.7850906524,935.503876222315,15415.6714556474,VCI,yearly
MBB,2019,2,10.3230346799,0.0757254969980182,0.5821797875190617,0.43607390094237447,0.1992749629,0.0,0.0185740488,0.0,11.323034679928316,52268569251700.0,2282470273.0,7.6483610363,1.5499580163,2.3622509135,4.8098420383,839.6525565614672,14774.5937368447,VCI,yearly
MBB,2019,1,9.6062602686,0.07365600151734968,0.5920977809261144,0.4499861905777659,0.1937518584,0.0,0.0183645675,0.0,10.606260268590045,46917444502200.0,2113398401.0,7.3289558278,1.3587745532,2.2600273464,4.4452625899,880.3967103976247,16338.2512183513,VCI,yearly
MBB,2018,4,9.6027146456,0.07898999843677108,0.5600021485372307,0.33429915868466387,0.1916991663,0.0,0.0180795264,0.0,10.603769049694352,45649405461600.0,2113398401.0,7.6342112914,1.3984373404,2.3366139408,17.9163090655,657.022357612733,15445.8118188006,VCI,yearly
MBB,2018,3,9.3545532381,0.07879354999069191,0.5441848284347531,0.4847753694979958,0.1616188715,0.0,0.0154747139,0.0556962025,10.354553238076946,42668914774750.0,2160451381.0,8.4372435294,1.3569983963,2.4136062964,31.4411245901,815.1273458349582,14554.1807959806,VCI,yearly
MBB,2018,2,0.0,0.08100794981316384,0.5134304340497021,0.4136400894102712,0.0,0.0,0.0,0.0523809524,10.63495632510052,45369479001000.0,2160451381.0,10.0821857346,1.5254321407,2.7478245181,3.0282662048,670.8468483697852,13766.5907511575,VCI,yearly
MBB,2018,1,9.1949485961,0.08285483639815118,0.5084930276629909,0.4703062397235629,0.1414558591,0.0,0.0137398229,0.0472103004,10.19494859606935,50338517177300.0,2160451381.0,12.1797692909,1.4360078468,3.3119844521,2.8870191449,716.9224050221753,16225.5380788182,VCI,yearly
MBB,2017,4,9.6035615484,0.08798503572662837,0.4850843555202734,0.09187792624363911,0.1252767771,0.0,0.0123466155,0.0182648402,10.603561548411768,59639351174550.0,1815505363.0,16.8244565301,2.1171429772,4.3007877922,2.4670473181,164.24187230561213,15516.1934522475,VCI,yearly
MBB,2017,3,9.2567328285,0.09039770906760654,0.46644130130796896,0.4213997250765528,0.1378458362,0.0,0.0139407176,0.0335365854,10.256732828546856,59548575906400.0,1815505363.0,15.8009604814,2.0666071058,4.5575776578,3.0205351729,658.0294524858421,15871.4251525143,VCI,yearly
MBB,2017,2,9.115467556,0.09610195384014797,0.4475241361056332,0.39340852737637605,0.1248748619,0.0,0.0129394501,0.0486725664,10.115467556048904,41030421203800.0,1815505363.0,12.2978352633,1.4860692456,3.4243188408,4.1434425988,591.9971496112843,15207.9050602458,VCI,yearly
MBB,2017,1,8.9284137133,0.0953590310043765,0.4311042536128014,0.36967280143205467,0.1223297609,0.0,0.0123084576,0.0541871921,9.505626472674336,34768640452700.0,1712740909.0,11.4681108698,1.3873364258,3.2453810739,-34.9273850524,519.4358325448277,14632.3556586989,VCI,yearly
MBB,2016,4,9.0592683172,0.09244030282928156,0.435713831318005,0.2566231454031934,0.1214635631,0.0,0.0122011313,0.0696202532,9.637964550466771,27061306362200.0,1712740909.0,9.2936597084,1.0674253338,2.7458473967,-7.7123578213,342.0120328310556,14801.9720904662,VCI,yearly
MBB,2016,3,8.6706396325,0.0892728201239143,0.42171563674798423,0.3655569123886588,0.1144385624,0.0,0.0116713177,0.0706713781,9.318986013885471,24235283862350.0,1712740909.0,8.8825131209,0.9348205185,2.7052389894,-19.1947878572,442.0213215097556,15136.5954426416,VCI,yearly
MBB,2016,2,8.9262198493,0.0671296028351114,0.4034814302125073,0.4303574457316236,0.1109155424,0.0,0.0113989278,0.0699300699,9.711883583872119,24492194998700.0,1712740909.0,9.0071077911,0.970685987,2.8979125776,-4.0737545694,466.6566880023066,14731.8496319662,VCI,yearly
MBB,2016,1,8.7483764189,0.07206263964899239,0.3835767640680246,0.3988216736487339,0.1199049252,0.0,0.0119476824,0.0666666667,9.773635210130346,24467727270000.0,1631181818.0,8.2585251581,1.0453211233,2.8721188862,4.2981174184,432.29822219609855,14349.657407899,VCI,yearly
MBB,2015,4,0.0,0.08549812601929886,0.370244829468214,0.24348754301549916,0.0,0.0,0.0,0.0,9.783498364939168,24630845451800.0,1631181818.0,9.6795143256,1.0693412473,2.8079361718,9.8716239434,274.9233684751628,14120.843125,VCI,yearly
MBB,2015,3,0.0,0.07018021547396307,0.36291652696536775,0.379091207953329,0.0,0.0,0.0,0.0689655172,9.391143365918673,23200000000000.0,1600000000.0,6.7949953504,1.0475858655,2.6518179601,5.9956586416,376.930625,13841.3475,VCI,yearly
MBB,2015,2,0.0,0.10224576680432422,0.3009993657512182,0.43438136581167464,0.0,0.0,0.0,0.067114094,11.12868409622447,23840000000000.0,1600000000.0,7.2224628202,0.9723759503,2.7199856767,3.5786619633,511.64125,15323.2913613994,VCI,yearly
MBB,2015,1,0.0,0.09616153304133468,0.28087202846830384,0.3097527448504542,0.0,0.0,0.0,0.0649350649,11.503231789209266,17854663750000.0,1159393750.0,7.2354545115,1.0417214217,2.0391154028,-5.414298081,534.6811641860239,14783.2229221857,VCI,yearly
MBB,2014,4,11.0705890386,0.11239258328383053,0.28101351745872555,0.323313922077006,0.1561669763,0.0,0.0130016467,0.0775193798,11.691550372661615,14956179375000.0,1159393750.0,6.0405330209,0.9030917776,1.8004538365,1.7223103873,460.13714938173507,14284.2624850686,VCI,yearly
MBB,2014,3,10.1857252226,0.10630457804013238,0.2850362480239839,0.3982424719991872,0.1461577604,6.9365438034,0.0126257647,0.0,10.842750075993985,16231512500000.0,1159393750.0,6.9254459192,0.9657012366,2.104565253,12.4228614035,534.6235081308658,14497.2373118865,VCI,yearly
MBB,2014,2,10.5631692252,0.10974577831456864,0.27586371846201047,0.36559799715916036,0.1446905428,6.8374503205,0.0124500559,0.0,11.201781172159615,15999633750000.0,1159393750.0,7.0007377468,0.9841064547,2.0438307517,21.6275756601,598.9662797543975,14022.8731693646,VCI,yearly
MBB,2014,1,10.5691285228,0.11099350374187648,0.26729198343449506,0.43804067543031006,0.1508084854,6.734508547,0.0128508007,0.0,11.20180788222411,15758750000000.0,1125625000.0,6.7157206092,1.0009358899,2.0731432382,3.7530782101,558.1015767293726,13986.9097917193,VCI,yearly
MBB,2013,4,10.8708753903,0.11701827782036418,0.2573037172016833,0.24399719139390372,0.1624988728,0.0,0.01278665,0.0,11.491527205744784,16771812500000.0,1125625000.0,7.0023338844,1.1071832004,2.1893929446,-1.0634724038,350.2539785523598,13457.5741335294,VCI,yearly
MBB,2013,3,10.3264852207,0.11743261571128881,0.2549598450932148,0.38232193278479437,0.1518203062,5.4529283754,0.0123975467,0.0,10.93578624605393,14408000000000.0,1125625000.0,6.3209852466,0.9235334818,1.7084158065,4.111494236,470.7475070916158,13859.8115295502,VCI,yearly
MBB,2013,2,11.0236824565,0.11932976263819554,0.24740569405727042,0.46214679051033447,0.1640783116,0.0,0.0135354992,0.0,11.527823840702785,14556250000000.0,1062500000.0,6.2243882611,1.0095696628,1.7910284677,-1.1109840514,677.718452944,13570.1383515671,VCI,yearly
MBB,2013,1,11.0303131635,0.1055462846454808,0.24207348959511643,0.39849948697400456,0.1680187388,0.0,0.0139949339,0.0,11.52982761563432,14025000000000.0,1062500000.0,5.9164493227,0.9945591375,1.7781274938,-2.5553925119,586.4555190625882,13272.2122820706,VCI,yearly
MBB,2012,4,12.5996038755,0.11068639583472746,0.22172799429965623,0.14954253154064676,0.2049119289,0.0,0.0146665072,0.0,12.979051895371615,13706250000000.0,1062500000.0,5.3222519688,1.0161128099,1.7995943116,-0.7185125,250.21943581741178,12695.4407751953,VCI,yearly
MBB,2012,2,0.0,0.11239465602999568,0.22418746245855023,0.46905172647819454,0.0,0.0,0.0,0.0,11.028107388233153,13000000000000.0,1000000000.0,3.8844309558,0.9983071725,1.7995879551,0.0,715.653737347,13022.044073611,VCI,yearly
MBB,2012,1,0.0,0.11315660602677668,0.22555782842716468,0.42458260515313917,0.0,0.0,0.0,0.0,10.507689493050341,14000000000000.0,1000000000.0,4.4316683993,1.0680801391,2.1725645476,-2.8299937367,680.735955556,13107.630679166,VCI,yearly
MBB,2011,4,0.0,0.13589332006135604,0.18715246987786227,0.47611717510961843,0.0,0.0,0.0,0.0,12.125698543170497,15400000000000.0,1000000000.0,4.0912969869,1.2404706229,2.6540021997,0.4550815603,745.111,12414.643051767,VCI,yearly
MBB,2011,3,0.0,0.14363830590687526,0.17847499909921674,0.4114948947948578,0.0,0.0,0.0,0.0,10.560474556231577,8614000000000.0,730000000.0,3.6528716415,0.8450259665,2.1070396538,0.5682838658,735.5743840068493,13964.0679309507,VCI,yearly
MBB,2011,2,0.0,0.1415588199986834,0.16927267228489798,0.2810472089785995,0.0,0.0,0.0,0.0,11.15076383322297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
