price,acc_volume,acc_buy_volume,acc_sell_volume,acc_undefined_volume
26800.0,400.0,400.0,0.0,0.0
26750.0,134500.0,75200.0,59300.0,0.0
26700.0,224100.0,107200.0,116900.0,0.0
26650.0,501700.0,261400.0,240300.0,0.0
26600.0,812900.0,421400.0,391500.0,0.0
26550.0,1831000.0,622300.0,1208700.0,0.0
26500.0,1707600.0,26600.0,1681000.0,0.0
26450.0,240200.0,0.0,240200.0,0.0
