ticker,yearReport,lengthReport,TOTAL ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Long-term investments (Bn. VND),Investments in associate companies,Other long-term assets (Bn. VND),Less: Provision for diminuation in value of long term investments,Fixed assets (Bn. VND),Tangible fixed assets,Intagible fixed assets,Investment in properties,Other Assets,TOTAL RESOURCES (Bn. VND),LIABILITIES (Bn. VND),Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,OWNER'S EQUITY(Bn.VND),Capital,Reserves,Foreign Currency Difference reserve,Undistributed earnings (Bn. VND),Minority Interest,Paid-in capital (Bn. VND),Other Reserves,MINORITY INTERESTS,data_source,period_type
MBB,2017,1,250066008000000,1731185000000,7060582000000,21418978000000,685908000000,829719000000,-143811000000,18169000000,149349878000000,151381169000000,-2031291000000,55036914000000,47345830000000,9541965000000,-1850881000000,929109000000,108761000000,958895000000,-138547000000,2508625000000,1580543000000,928082000000,148421000000,11178239000000,250066008000000,223758851000000,1034395000000,30355543000000,182410148000000,0,237548000000,2622538000000,7098679000000,26307157000000,17955606000000,2670812000000,0,4435016000000,0,17127409000000,0,1245723000000,VCI,yearly
MBB,2016,4,256258500000000,1519952000000,10002478000000,26952799000000,925995000000,1060665000000,-134670000000,53419000000,148687389000000,150737702000000,-2050313000000,53285920000000,46225522000000,8681353000000,-1620955000000,842259000000,108761000000,866557000000,-133059000000,2457844000000,1514214000000,943630000000,149175000000,11381270000000,256258500000000,229670054000000,0,24712976000000,194812397000000,0,258170000000,2366953000000,7519558000000,26588446000000,17955606000000,2697000000000,0,4699337000000,0,17127409000000,0,1236503000000,VCI,yearly
MBB,2016,3,239817004000000,1422418000000,6587729000000,24932083000000,422405000000,540722000000,-118317000000,0,143303849000000,145585341000000,-2281492000000,50011068000000,41881157000000,9676174000000,-1546263000000,1578061000000,374193000000,1329269000000,-125401000000,2297368000000,1389374000000,907994000000,252560000000,9009463000000,239817004000000,214082766000000,0,17938110000000,186788644000000,874000000,289190000000,2369808000000,6696140000000,25734238000000,17140015000000,2717727000000,0,4832797000000,0,16311818000000,0,1043699000000,VCI,yearly
MBB,2016,2,239121501000000,1585783000000,4133283000000,28565208000000,429586000000,552078000000,-122492000000,38936000000,139478313000000,141530024000000,-2051711000000,52346459000000,43054687000000,10739652000000,-1447880000000,1271337000000,374192000000,1025546000000,-128401000000,1652834000000,755263000000,897571000000,251426000000,9368336000000,239121501000000,214499964000000,0,15419135000000,190490807000000,0,311412000000,2271058000000,6007552000000,24621537000000,17140015000000,2745515000000,-6678000000,4151473000000,0,16311818000000,0,591212000000,VCI,yearly
MBB,2016,1,228770502000000,1303429000000,7179360000000,31443729000000,812005000000,817031000000,-5026000000,28463000000,122226493000000,124362917000000,-2136424000000,52710015000000,43386097000000,10710776000000,-1386858000000,1417084000000,362470000000,1203039000000,-148425000000,1686763000000,776257000000,910506000000,298451000000,9664710000000,228770502000000,204772372000000,0,16190771000000,180515904000000,0,295839000000,2517007000000,5252851000000,23406900000000,17140014000000,2254780000000,0,4012106000000,591230000000,16311818000000,0,0,VCI,yearly
MBB,2015,4,221041993000000,1235658000000,8181894000000,28658950000000,3469067000000,3614309000000,-145242000000,96437000000,119372248000000,121348630000000,-1976382000000,46760198000000,39513026000000,8070136000000,-822964000000,1606122000000,362470000000,1464944000000,-221292000000,1931689000000,731085000000,1200604000000,298451000000,9431279000000,221041993000000,197858942000000,1411502000000,7509486000000,181565384000000,0,317958000000,2450058000000,4604554000000,22593349000000,16718524000000,2241691000000,0,3633134000000,589702000000,16000000000000,0,0,VCI,yearly
MBB,2015,3,207977726000000,1156606000000,1530310000000,30179323000000,10631276000000,10732408000000,-101132000000,113251000000,111932445000000,113700949000000,-1768504000000,40738266000000,33299972000000,8154183000000,-715889000000,1565080000000,357494000000,1427027000000,-219441000000,1554222000000,670239000000,883983000000,270391000000,8306556000000,207977726000000,185237194000000,0,3866798000000,174525648000000,0,280597000000,2545430000000,4018721000000,22146156000000,16718523000000,2324044000000,0,3103589000000,594376000000,16000000000000,0,0,VCI,yearly
MBB,2015,2,204409466000000,1138546000000,3064495000000,19157519000000,10799124000000,10901703000000,-102579000000,5371000000,109039169000000,110847894000000,-1808725000000,50107117000000,42759839000000,7912910000000,-565632000000,1490115000000,357111000000,1346246000000,-213242000000,1878030000000,705308000000,1172722000000,119241000000,7610739000000,204409466000000,186041664000000,0,7695968000000,171116285000000,0,192913000000,2546458000000,4490040000000,18367802000000,11932359000000,2352494000000,-19382000000,3500258000000,0,11593938000000,0,602073000000,VCI,yearly
MBB,2015,1,197160527000000,1046718000000,7510438000000,12957227000000,12844036000000,12926698000000,-82662000000,0,97826006000000,100020120000000,-2194114000000,52973710000000,46668389000000,6856510000000,-551189000000,1504761000000,362051000000,1323852000000,-181142000000,1648168000000,742275000000,905893000000,271907000000,8577556000000,197160527000000,179433816000000,0,10756229000000,162488417000000,15055000000,214508000000,2145458000000,3814149000000,17139577000000,11932358000000,1852216000000,0,3355003000000,587134000000,11593938000000,0,0,VCI,yearly
MBB,2014,4,200489173221701,1233230500737,6067481774744,21415257070182,10456489218318,10545686966119,-89197747801,5386662929,98106265115552,100569006006804,-2462740891252,50781094533246,44647646331127,6457264475230,-323816273111,1459649906951,361959916656,1270731947019,-173041956724,1927331737929,775170178247,1152161559682,272664855005,8764321846108,200489173221701,183340962177723,0,4604174657397,167608506846825,0,224787978023,2000058393288,8903434302190,17148211043978,11932358364820,1839734745665,0,2788991538063,0,11593937500000,0,587126395430,VCI,yearly
MBB,2014,3,188595423067104,954256794044,3367335539603,12165844283771,6920922728987,7009383911998,-88461183011,0,90042823564875,92395848530160,-2353024965285,60398150653250,55269284303877,5374133415703,-245267066330,1583544110340,363744322949,1344218386485,-124418599094,1849028773045,695587437843,1153441335202,178358541299,11135158077890,188595423067104,171201734035697,0,3922293913161,160435988201350,4636725723,133883460240,2000058393288,4704873341935,17393689031407,11932358364820,1854517814051,0,3021130152797,0,11593937500000,0,585682699739,VCI,yearly
MBB,2014,2,188570294373690,1040419492154,2411415311098,19190711623781,6431131401930,6545455327678,-114323925748,0,92738108697613,94550839618426,-1812730920813,53442929784884,48122318844117,5600739962408,-280129021641,1527082204038,341111182941,1304717771396,-118746750299,1847455632724,710213848826,1137241783898,180682706245,9760357519223,188570294373690,171736338105882,0,7387243988483,157675213398869,3245077498,216216748270,2000058393288,4454360499474,16833956267808,11594670864820,1868707156269,-34049474365,2828702962880,0,11256250000000,0,575924758204,VCI,yearly
MBB,2014,1,182711407158187,996483389482,4805798862981,24217190243027,7552935193423,7634551125205,-81615931782,0,85950036818805,88022300280173,-2072263461368,47089311219619,42049527016721,5222174063927,-182389861029,1543257272969,343069415949,1310606456114,-110418599094,1810402344632,662734994505,1147667350127,178592247299,8567399565950,182711407158187,166400521533365,0,15535766289875,144978713500415,20764554860,189150196760,2000058393288,3676068598167,16310885624822,11594670864820,1433411163602,0,2715933305882,0,11256250000000,0,566870290518,VCI,yearly
MBB,2013,4,180432770917282,1034665907878,3615772573891,26789344638303,3862485592097,3994477747672,-131992155575,0,85806563148322,87742914796826,-1936351648504,46012345287961,41473512580820,4724877802774,-186045095633,1614587056403,340468449350,1384537206147,-110418599094,1837347789991,696093987374,1141253802617,192385721027,9667273201409,180432770917282,164731396531893,0,21401981477950,136099286832751,17615182558,177806137540,2000058393288,5034648507806,15701374385389,11594670864820,1424274709689,0,2122299602804,0,11256250000000,0,560129208076,VCI,yearly
