Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
VIC,2020,3,1.9731413502000001,2.452469417,0.9690631530751747,3.2096988790745336,0.2687102924,0.9747980177,53.936931491833235,327.184671265,70.0402048136,451.1618075704332,1.1155779352,0.05473563054652264,0.17544950372445425,0.0428824161285668,0.0703243082,-0.0013223496,0.0205591017,10109073000000.0,1965760000000,0.9970667092,0.1696889387,0.6041294606,-0.6544381215798853,3.452469416954211,336213600646000.0,3382430590.0,39.6167023549,4.095376718,2.9801762093,24.3868394536,455.31370386524327,24271.2714468444,48.1324313956,VCI,quarterly
VIC,2020,2,1.8972500116,2.4534643818,0.9659797529856161,3.1876820719752126,0.2700826399,1.0289633162,45.99582413366407,368.7427466196,77.1035089553,491.8420797085641,0.989849979,-0.014705995045202074,0.14616341363478297,0.08757874396912886,0.0617234799,0.0081614174,0.0188958574,11824251388903.0,-343514000000,0.9646392558,0.1399304146,0.5354220649,0.11176988121314348,3.453464381786984,340610760413000.0,3382430590.0,45.6007760466,4.1953305945,3.1400254528,-278.1566839154,604.8112283658126,24002.8759910192,41.825451874,VCI,quarterly
VIC,2020,1,1.7192330485,2.3871502604,0.9341144402913835,3.1468389423395084,0.3276945716,1.304418599,37.080881285947335,306.3846251253,66.3443829258,409.8098893370473,1.1913130427,-0.12329932824872925,0.1292222278759274,0.028528574642941406,0.0558782915,0.0355213792,0.0182005671,18650040121892.0,-1894924000000,1.0008781169,0.1035794848,0.5541714109,0.7238327776086433,3.3871502603725347,282432954265000.0,3382430590.0,41.2784657156,3.6294057858,2.2715379296,-69.5511233421,129.62305902040697,23006.5208817781,23.6929186949,VCI,quarterly
VIC,2019,4,1.673928451,2.3480842288,0.9011504156182057,3.1078809936135925,0.3758983718,1.6488931066,34.01252229246954,279.6345511252,63.8107554585,377.4578288761696,1.3052750403,-0.0019583919700978435,0.23207980844782236,0.12068923515446,0.0686756123,0.0446414683,0.021813166,18963011000000.0,-74763000000,1.0888043322,0.1543705516,0.6265215059,0.03580675473357223,3.3878165751563336,311183614280000.0,3382430590.0,41.8297963865,4.0721525849,2.3930571594,19.7684191382,1362.155668063539,22592.4736566435,23.2024295242,VCI,quarterly
VIC,2019,3,1.274871543,1.8479745247,0.6335075489127787,3.2317721958346803,0.403593002,2.0417681125,28.102747121873925,231.2711716806,62.9811345401,322.3550533425739,1.578233886,0.14102591192241581,0.35730104699860865,0.015761809832975315,0.0400524704,0.0588270417,0.0139721184,20047514125137.0,4452317525752,1.0998592457,0.109311652,0.5883024387,-2.010031947030866,2.847974524664361,388641274791000.0,3382430590.0,84.4190376176,5.0526330192,2.96579483,-73.6618465289,147.11752252542158,22740.6185178032,25.8109600809,VCI,quarterly
VIC,2019,2,1.2749495041999999,1.6806543601,0.6265330192772794,3.2527289739853753,0.4064303852,2.2335661308,28.195734399175187,207.0382186916,58.5221888572,293.7561419479752,1.7629595265,0.1615449136753314,0.3257820965748203,0.03473443502180264,0.0437115429,0.0465738394,0.0153831431,16229768144642.0,6335864834215,1.3021937631,0.1875326673,0.9096189853,-4.408672080519932,2.6806543600798394,400173872524400.0,3345935389.0,82.4830472309,4.9726014465,3.2553893888,105.4741338898,407.1508107537459,24051.7968887366,31.6942070479,VCI,quarterly
VIC,2019,1,1.582543818,2.0684459487,0.49741349797020695,2.6381524184258507,0.4139246681,2.5528688462,27.74774985256884,217.1095860594,56.2052234179,301.0625593298688,1.6811786463,-0.0013562943847890598,0.218999637931451,0.0475768450052835,0.0358556726,0.042922521,0.0123691847,13495913944327.0,-29597977846,1.241806055,0.0600477974,0.7913405973,0.021139105742403772,3.068445948731378,409877085152500.0,3345935389.0,113.9020553355,7.4582000486,3.5350344555,-77.373836856,310.3031367154711,16424.8745276019,40.1569587892,VCI,quarterly
VIC,2018,4,1.440784121,1.9084271582,0.4771948417543312,2.5527549372433445,0.4858613123,2.867457872,19.970325482437826,219.8928721904,45.1854545164,285.0486521892378,1.659899188,0.06344138169395706,0.20393996266542638,0.06411109067640793,0.0498345283,0.0636086548,0.0150537343,16598493160965.0,2394674000000,1.2383016732,0.1240970214,0.7338831287,-2.8278830620400375,2.9185126397075187,362887333851000.0,3191621230.0,98.6139735142,6.7705088219,2.9770632006,-33.9081647311,758.2206112847545,16793.4202570425,27.8604597502,VCI,quarterly
VIC,2018,3,1.2632380005,1.7339649702,0.43695785842383783,2.528305826321014,0.4910891892,3.0032587489,19.88430151059274,209.6731258429,41.996450543,271.55387789649274,1.7408048768,0.0649633676502596,0.27942813325853355,0.026165808361761266,0.0518268907,0.0828561365,0.0160985493,18266391401737.0,1523800737730,1.1716367914,0.1450831463,0.761044478,-1.4447726975081538,2.7339649701810176,331609445797000.0,3191621230.0,86.2116116326,6.3645078736,2.8261299792,18.9416678634,192.30140629908016,16324.9071355378,23.6042113129,VCI,quarterly
VIC,2018,2,0.0,0.0,0.46686820790691,2.241646562519397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14016196595441846,0.2510147885307535,0.005409778671874996,0.0,0.0,0.0,0.0,4518962414250,0.0,0.0,0.0,-4.330361290675715,2.8625692185129386,308310610818000.0,3191621230.0,85.0248514985,7.3712284052,2.6612245145,21.9025181145,54.64830558762764,13105.007020532,18.1018870725,VCI,quarterly
VIC,2018,1,1.4544016474,2.7607233201,0.6247404927624314,1.5324589637803863,0.4952807701,3.1479420641,19.92920620414929,249.9445910895,42.6167884419,312.49058573554925,1.4603236598,0.11202712451396803,0.23852900789219456,0.03231733457038403,0.0835913464,0.1140470492,0.0204538165,16946200572070.0,3187266226067,0.7750082201,0.0606849928,0.3751530253,-3.2057901728279465,3.7607233200581285,339588498872000.0,3191621230.0,79.3255541655,8.4527917227,3.275940484,12.079668941,288.08413440149974,12587.5572816618,22.8493035341,VCI,quarterly
VIC,2017,4,1.5331926146,3.0678123862,0.6815046089611011,1.3479318983069735,0.4498228899,2.8577906966,18.209595455298142,324.5534761286,42.7319525705,385.49502415439815,1.1246220634,0.13974768799497422,0.2761546881911502,0.06444447278178303,0.0884976132,0.113334976,0.0224655156,15536251153832.0,4638056090859,0.8108951669,0.0661204736,0.357435247,-8.367096454232572,4.1076427716628645,332351202204000.0,2637707954.0,74.4779340732,10.492788272,3.7196532897,19.7994875467,810.8683160205536,12008.2476395596,23.9168078068,VCI,quarterly
VIC,2017,3,1.6260771531,3.1220000937,0.60204612458576,1.2812365645219708,0.4233808666,2.9329176081,20.913370100272488,309.5240911264,46.8963140563,377.33377528297245,1.1792296964,0.109913449782244,0.31884220333955515,0.017905176720156155,0.0429868531,0.0890392265,0.010150372,12405092412961.0,2415049033328,0.8792621984,0.060987844,0.4233179744,-2.1269783213864986,4.122000093679083,224205176090000.0,2637707954.0,115.3799422827,8.1090582407,2.7661839088,27.735619626,149.1512909161891,10482.1050085661,21.2357552851,VCI,quarterly
VIC,2017,2,1.7731886546000002,3.4686549914,0.6685573528961682,1.1173947263628805,0.3799721247,2.6765239367,18.529692067236926,331.9739004396,48.5802295047,399.08382201153694,1.0994840242,0.1413195763409002,0.3096157601064714,0.04135971685844173,0.0398851165,0.0820943573,0.0094001826,10848258364870.0,2833382187540,0.8266990208,0.0849357071,0.3615726083,-3.1571171125763495,4.468654991445672,152987061332000.0,2637707954.0,88.6846582048,5.6820675126,2.1939819544,12.169994314,314.37911030236825,10207.5520699362,17.2896412209,VCI,quarterly
VIC,2017,1,1.9177127166999999,3.3388891472,0.6141229655223475,1.112170770189978,0.3412992858,2.422498458,28.99284305547317,345.4357936588,54.2065706924,428.63520740667315,1.0566363032,0.10783547300611815,0.33821724554028987,0.058491503326388736,0.0388502702,0.0582115522,0.0096771022,8702201297134.0,1633064993401,0.8797315314,0.1341649009,0.3838031013,-2.1865224164253,4.338889147183856,113157671226600.0,2637707954.0,66.9663751908,4.3126208714,1.898745421,27.8813173838,335.821035387832,9947.5472757106,16.5749758866,VCI,quarterly
VIC,2016,4,1.6331829721000002,2.9864197287,0.5633732975697755,1.1488620304126813,0.3534565853,2.4665848606,18.064940960794377,354.0839926502,55.2747159967,427.4236496076944,1.0308288643,0.06935418028367082,0.3072918006087978,-0.006918816955358496,0.0588888836,0.0,0.0149660853,8586612117590.0,1656619560000,0.8971182853,0.1010540859,0.3871947395,-0.9316347119589564,4.033204602621123,107882255318600.0,2637707954.0,44.2229042712,4.013132543,1.8724895305,23.9815798409,-62.65493357192189,10191.5397914242,16.0492170806,VCI,quarterly
VIC,2016,3,2.0293013282,3.1340088012,0.5632200942912001,1.0798827271586353,0.3130512839,2.2385494796,31.293120388461432,334.5531494626,56.4373791556,422.28364900666145,1.0910075143,0.09928983533212404,0.31962056268965194,0.016458969579926916,0.0463034127,0.0,0.0121729419,8345468270929.0,1057480436844,1.0026844414,0.1156096301,0.5523178,-1.7697669721896416,4.134008801213845,112102588045000.0,2637707954.0,58.1172533162,4.2998237007,2.2867769519,7.2625479615,66.45742118992753,9884.1261778729,17.6395344042,VCI,quarterly
VIC,2016,2,0.0,0.0,0.5229105407477165,1.1424909279470827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01065696001524422,0.26313229290014795,0.08253024891386525,0.0,0.0,0.0,0.0,98767301140,0.0,0.0,0.0,-0.1241255181964934,3.5675769217530893,113025785828900.0,2637707954.0,55.7029911479,3.4952291246,2.4773999327,4.996453209,289.97883206026836,12259.5682492948,19.1884357761,VCI,quarterly
VIC,2016,1,1.8496131568,2.6340756214,0.5151199575313405,1.0560374431989585,0.3189688916,2.5334016093,19.658198892583627,310.8278694416,46.8307929714,377.31686130558364,1.1742833764,0.17708200835300839,0.32425498222748406,0.05283697634336466,0.0429123987,0.0,0.0113666683,7955425178039.0,2609632016684,1.0565751286,0.0872482382,0.6661177035,-3.5258960984646444,3.634075621359395,110891591788000.0,2153234792.0,70.5900234623,3.8565060339,2.6162099579,3.8035957855,361.6191335124962,13354.0566377799,17.2462441648,VCI,quarterly
VIC,2015,4,0.0,0.0,0.5260535661926244,0.9651830184527416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13721419012300815,0.31738555767220067,0.013043109727547951,0.0,0.0,0.0,0.0,1971346261607,0.0,0.0,0.0,-2.3466082652817266,3.8996605348234477,101842379677500.0,1939854851.0,80.6727302322,4.2394686951,2.9911442798,3.5150372249,96.599704892044,12383.6272363886,17.3283376307,VCI,quarterly
VIC,2015,3,0.0,0.0,0.4260225857096507,0.8148489854240277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134355848271281,0.37554425740382413,0.03518406352419951,0.0,0.0,0.0,0.0,822532101381,0.0,0.0,0.0,-2.275131083805364,3.9827281295021812,85668222913000.0,1882818086.0,63.2915421916,3.784316978,3.3089461054,3.0623582737,135.5005870190053,12023.3057285611,18.9972660571,VCI,quarterly
VIC,2015,2,2.1266575139,2.5986165218,0.4112015834184427,0.792229277129702,0.2768359751,1.211974248,16.994025219959607,340.8564969577,35.6819742755,393.53249645315964,1.0708318699,0.14840633964117683,0.3534611725323098,0.04796547453597881,0.0867910823,0.0,0.020652251,7117118394600.0,895108885800,1.2444216447,0.2248292231,0.7182757776,-1.530289796447183,3.598616521771955,81951343256500.0,1849917455.0,40.8966323509,2.9650923875,3.1164063036,4.7670191604,156.38669804594065,14940.512540537,15.128100117,VCI,quarterly
VIC,2015,1,0.0,0.0,1.216299636418829,0.5367388017135012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1979973797024632,0.35566014105265503,0.06784967691732238,0.0,0.0,0.0,0.0,1248806813464,0.0,0.0,0.0,-2.309162560140473,4.611904285935421,76840739160900.0,1842703577.0,29.3522865584,2.9121798648,2.7485347171,5.7212345547,232.2352402244238,14319.1704961162,13.858366268,VCI,quarterly
