Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
VJC,2023,1,1.9460053646,3.5729834109,0.3973521054486113,2.560662158275521,0.7160496194,12.7321534992,133.53251861834315,7.1751702878,65.5869056652,206.29459457134317,50.8698728196,0.03766393073328593,0.08235242988629264,0.013351505614016605,-0.140167274,-0.0778099185,-0.0336733136,-2741478558702.0,485786964320,0.0319488818,1.1359320904,0.0998782988,1.1013864531,-1.2941165356285063,4.5729834109327445,50857304262600.0,541611334.0,-22.6635615041,3.3617530632,1.0657881696,9.8985355153,317.95284323019723,27931.8552653442,-24.6945161137,VCI,yearly
VJC,2022,4,1.9579014795,3.5667618502,0.40917980682866495,2.407231766801479,0.6707601187,11.6892432878,143.58089237633166,7.770193185,55.8796909595,207.23077652083168,46.9743790549,-0.37745298878261124,-0.32548674962055285,-0.199555517418828,-0.1425083784,-0.1026153675,-0.0378057711,-3384350006390.0,-4456701951413,0.0,1.1042220078,0.0936394747,1.0719142267,10.909881118447093,4.714883376768456,53348716399000.0,541611334.0,-23.579553479,3.5857791389,1.3290044797,-22.2928549042,-4350.375237780751,27469.6226913099,-20.9037573994,VCI,yearly
VJC,2022,3,1.7264015228999998,2.8483841721,0.11545219824660662,2.963445799384567,0.5051285623,22.2869473396,195.64651410875513,11.0930510813,70.1802708974,276.9198360874551,32.903481407,0.007075076396211932,0.031362115304379455,0.003503965230949035,0.0048050519,0.0248227284,0.00137511,1529841111868.0,82074181807,0.0,1.4979353333,0.0766679607,1.4643776919,-0.31702567969652107,3.8483841721347996,58331540671800.0,541611334.0,706.6222093482,3.3315091293,1.9236355747,-33.1592712048,75.04944282794496,32327.6916915443,49.5008633076,VCI,yearly
VJC,2022,2,1.7312540734,2.6433256848,0.06513330026384731,2.907480181988873,0.3824071035,20.2641340481,245.31221549285726,15.921966073,83.9956947449,345.2298763107573,22.9243045944,0.10926607593920286,0.13750471588745894,-0.008819765700492234,0.0067416885,0.0337479239,0.0020536956,1804536268847.0,1246979182726,0.0,1.4928145515,0.1759656885,1.4534142366,-3.529751511636651,3.643325684780616,58873152005800.0,541611334.0,512.8155601786,3.4268739893,2.7540467479,-28.9006664275,-185.84169629470864,31719.8707446399,41.3624204471,VCI,yearly
VJC,2022,1,1.7852709121,2.4013712471,0.06655363667188018,2.89232671160421,0.2556468238,13.7531591436,290.59100731455976,20.4142211203,99.3536833161,410.35891175095975,17.8796926833,-0.11146223306260938,-0.056796622816385096,0.05403565054201151,0.0126770496,-0.0603965447,0.0040829392,-1365697150677.0,-504059460234,0.0,2.0195705151,0.2175619151,1.9749197719,1.486455481759755,3.401371247120706,67593094483200.0,541611334.0,314.5619249424,3.9547966539,5.0172892233,-12.2649578966,451.17670769976905,31556.6161602187,-61.621069434,VCI,yearly
VJC,2021,4,1.4024985998,2.0687639366,0.06868818664688107,2.8523456713831314,0.2680597638,12.9363660351,283.55486598582263,18.5939330067,94.7813335557,396.9301325482227,19.6300588944,0.03327717776673411,0.13254566132069065,-0.0365084845357274,0.0059758433,-0.0910554372,0.0019627405,-2351671721752.0,92795545699,0.0,1.6285947668,0.1700396467,1.580333409,-0.34747827686561766,3.0687639365945567,70355312286600.0,541611334.0,732.0117837391,4.1741784189,5.4125992878,-19.6338239743,-187.9692052142321,31119.896412033,-34.9539285453,VCI,yearly
VJC,2021,3,1.188537381,2.009619255,0.047339195404125074,2.86144158834337,0.2997032266,17.7197986475,231.50978083597167,16.8432897971,99.0568274765,347.40989810957166,21.6703508873,0.14275673393263513,0.21064173328775454,0.02747026366836487,0.0750829819,-0.0942988037,0.0244064061,-2792153636859.0,378852871389,0.0,1.5319726006,0.15411256,1.4847001005,-1.512722583074231,3.0096192549912653,67430611083000.0,541611334.0,55.5340608704,3.9861450002,4.6059785149,-10.0831607069,134.60124091310098,31233.1839389277,-28.39222852,VCI,yearly
VJC,2021,2,0.8857479511999999,1.9369289288,0.048241783632109195,2.8693703528211985,0.3118997986,17.6957422176,221.9080934349689,14.9389023145,100.910243989,337.7572397384689,24.4328527167,-0.6218919810503029,-0.5326098027922397,-8.429563333379112e-05,0.0097701089,-0.1445407415,0.0031186504,-4022755142164.0,-2181218169881,0.0,1.3056434488,0.1298841731,1.2618375259,12.760248060157231,2.93692892884268,72521757622600.0,541611334.0,477.213658174,4.2753085577,4.9016207756,-11.4893590926,-0.5458854060834701,31319.3768804624,-20.484979545,VCI,yearly
VJC,2021,1,0.8669101521372795,2.246699810028076,0.05700240761049605,2.4728339321225716,0.3228261172771454,18.4061279296875,220.01239807284483,15.101834297180176,101.13806915283203,336.252301522857,24.16925048828125,-0.3049708090287866,-0.25039156855936523,0.030720220774326363,0.08086089789867401,-0.10851695388555527,0.02542888931930065,-2662802391040.0,-1234718018297,0.0,1.2346632480621338,0.16281916201114655,1.2030072212219238,10.348371823385177,3.2466999254324134,64993360080000.0,541611334.0,53.5076768811,4.4423301048,4.3247634347,-19.2247837626,229.63924084350865,27012.8507270455,-27.7923360074,VCI,yearly
VJC,2020,4,0.8560789323,2.1434489511,0.05677619386186649,2.5320350582049533,0.3795798429,16.9006471585,168.47421591301392,13.2331917965,59.5701921776,241.27759988711392,27.5821589842,0.038465331847121725,0.11153537094869803,0.22465688073851686,0.0046848977,-0.1033407054,0.0014591085,-2603308774454.0,170398807648,0.0,1.1668913932,0.1926824856,1.1341869992,-1.4399286400214386,3.1434489511332337,67159805416000.0,541611334.0,959.4456535117,4.4841000166,3.6881182372,-13.7123415165,1837.5071961455667,27653.2636520047,-28.9216810405,VCI,yearly
VJC,2020,3,0.8682364575,2.2400181471,0.06015018945166642,2.3635057329714715,0.5953864537,26.6521967517,109.88463821076833,8.8478705543,44.4494349059,163.18194367096834,41.2528639248,-0.3040601879205153,-0.2178193012304433,-0.34574001540324106,-0.0267483805,-0.0817285167,-0.008337314,-1928776368301.0,-854256701131,0.0,1.1296617875,0.1647493284,1.0956034501,8.374707310056014,3.2400181471230836,65898895125200.0,523838594.0,-169.8569479163,4.7138847933,2.3785403491,-26.8476745216,-1854.3042325877195,26687.1180599897,-38.382446483,VCI,yearly
VJC,2020,2,0.81429204,2.094851187,0.04947412853541512,2.5296906819790577,0.8364883194,31.5590761464,70.00370948026313,6.6622676428,22.5104316807,99.17640880376312,54.7861508375,-0.2326041898581818,-0.16420321770865856,0.2768714250455055,0.1550964424,0.0230414023,0.0496385902,664824403964.0,-869966286503,0.0,1.224837981,0.1712108022,1.189207394,7.873740507119763,3.0948511870419044,53012465712800.0,523838594.0,23.3246377769,3.5428988188,1.3778891155,-20.4263435866,1976.8127499116647,28564.1801175974,90.9000453769,VCI,yearly
VJC,2020,1,1.0260931011999999,2.4103618779,0.09318814463759297,2.3247883734519528,1.0107841976,30.3932038892,48.483184799235104,5.6345379774,13.3171587224,67.4348814990351,64.7790469178,-0.16323490781058006,-0.11632065914091118,-0.13684084891103301,0.1188505525,0.0925394159,0.0391059314,2295144447701.0,-1180225988675,0.0,1.2882834154,0.1998720984,1.2484959937,9.694611241631865,3.4103618779221767,49502747133000.0,523838594.0,28.3939435233,3.5998451745,1.0843203711,-25.3625068869,-1888.7322805887036,26251.1289847059,25.0262545599,VCI,yearly
VJC,2019,4,1.0112225953,2.1086387191,0.08455325768021324,2.5886686977222446,1.200993462,35.3992335078,36.86304912890337,4.6417372325,9.4056170158,50.910403377203366,78.6343521223,0.06530288115240339,0.09513174289744677,0.038579521467018714,0.2874482979,0.1958704848,0.0973253191,5392579996586.0,909392231305,0.0,1.4083470855,0.3737470368,1.3721912504,-8.245920412627935,3.1086387190972578,58408003231000.0,523838594.0,14.314462168,3.8144136052,1.1219408892,-56.0840567756,1025.6005415286375,29231.2296305606,11.9596895435,VCI,yearly
VJC,2019,3,0.7000454002,1.9059939485,0.10502691304376449,2.509645029073429,1.3573234823,29.2419543343,29.5347313969898,3.887463168,6.1111526581,39.533347223089805,93.8915648141,0.1261013515578167,0.15175496163705465,0.1251845149577546,0.3489150455,0.266572442,0.1251369366,6579098694068.0,1712150693842,0.0214285714,1.2267851976,0.2447335654,1.1920863386,-17.025783891279165,2.905993948521516,73337403160000.0,523838594.0,14.4840280887,4.939706993,1.2960094431,136.9828567451,3244.706088144777,28341.7620110862,12.0720156696,VCI,yearly
VJC,2019,2,0.5408256133,1.7693282675,0.1205728303244947,2.6248643277714825,1.4056099917,28.1547676362,25.069228140875783,3.4472287638,5.8122499319,34.32870683657578,105.8821520137,0.07264041790882321,0.10289682135412753,0.04750179371479532,0.3622816365,0.2836805566,0.1311653347,6786255025081.0,793210273689,0.020718232,1.2440362777,0.3404961535,1.2075502384,-9.650515417459415,2.7693282675294077,75851828411200.0,523838594.0,14.5875469965,4.8848953813,1.3612456478,33.9995939968,990.1990691984028,29642.3953222965,11.6104121262,VCI,yearly
VJC,2019,1,0.4897702345,1.6689165958,0.10373701129345589,2.6211668592638895,1.427606171,27.3503948422,22.42108859684918,3.0128738125,4.8553274543,30.28928986364918,121.1467929663,0.13938379760439,0.164689091921925,0.10729307709034634,0.396299116,0.3021411335,0.1418954053,6961627570114.0,1900744601234,0.0224887556,1.2048388265,0.3860325813,1.1773373976,-32.55928073250907,2.668916595798886,72250951955600.0,541611334.0,13.5962002982,4.6596627461,1.3513799472,35.2929667441,2701.4406419918087,28628.6813596057,10.6565222893,VCI,yearly
VJC,2018,4,0.4346790594,1.7842127072,0.1939103477785213,2.353675982260171,1.5146699352,33.7484408667,14.845441752062635,2.9142344742,5.8763630196,23.636039245862634,125.2473001853,0.10938015442544334,0.12902085519936662,0.08320821902378886,0.4331680927,0.3313543326,0.1508255922,6630626239007.0,2018398909798,0.0253164557,1.276999521,0.5458185909,1.2456269172,-29.881313602885026,2.816768939374494,64180943079000.0,541611334.0,12.0300854167,4.5723747664,1.1979142884,14.4911553852,2834.960115520773,25916.5107968771,10.0938543881,VCI,yearly
VJC,2018,3,0.6621781124,1.807646374,0.13938433160033448,2.1045203597693414,1.6086382128,32.8986957778,13.003696618453011,2.3969084459,3.4206683411,18.82127340545301,152.2794917833,0.15108622809974392,0.16966587104602124,0.13234512035898865,0.475130983,0.3163087686,0.1628848361,6496648700923.0,1920736872595,0.0405844156,1.3364352348,0.4060961077,1.3144782828,-24.55897232450439,2.8076463739832542,66726516348800.0,541611334.0,12.2751317148,5.3598940206,1.2429350503,7.5287286316,3106.44153108694,22985.5291031779,10.6938441998,VCI,yearly
VJC,2018,2,0.0,0.0,0.15100596051709014,1.9868603142736614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11201868856407915,0.1372002244742357,0.07307797908975457,0.0,0.0,0.0,0.0,970293453802,0.0396825397,0.0,0.0,0.0,-17.47428913332643,2.912551854699286,68243028084000.0,541611334.0,14.4580683825,5.8066162237,1.447102786,7.4420253281,1168.7224923084789,21699.3848304271,12.2972684967,VCI,yearly
VJC,2018,1,0.6188182147,1.8114143902,0.13008443983449314,1.9473782504111052,1.7287327787,35.6485066255,13.19145792125283,1.9564022017,3.0789958913,18.22685601425283,186.5669542208,0.12601726149774709,0.14411560976703744,0.10874111800549545,0.5925564005,0.3454759457,0.1911096562,6347230177332.0,1582779711190,0.0346020761,1.4427644484,0.5135593761,1.4173449264,-28.152239117428522,2.811414390169437,78262837763000.0,541611334.0,14.212077628,5.6617590639,1.5711307748,7.122507687,2521.717816243114,25522.1033550551,12.4554152025,VCI,yearly
VJC,2017,4,0.7693915394,1.9882823545,0.15124912344389319,1.6966351833058357,1.6357997666,32.8443908173,13.832132658838413,2.0678696265,4.8562148401,20.75621712543841,176.5101606624,0.09518846012320765,0.10450260106318564,0.08884321650183165,0.6619666441,0.3170725473,0.1961821111,5839794709720.0,1879959926923,0.0167037862,1.2700736628,0.4932319615,1.2508678759,-30.00152769109186,3.1789278147080466,81061253806400.0,451343284.0,15.9778108216,7.6528028875,1.9162251529,14.531797619,3887.6000556995104,23468.5255375507,14.83853263,VCI,yearly
VJC,2017,3,0.9788508855,2.160814328,0.15433972957209713,1.4018178604747622,1.2992816675,26.3483912602,21.464402196096337,2.2573214986,3.6826431828,27.404366877496336,161.696063334,0.19259649578222884,0.2319943652828376,0.15624722035095867,0.4824891396,0.2704858397,0.1391690179,4333096435795.0,1191517302628,0.0205128205,0.8743687734,0.1475055471,0.8615467843,-20.864310437018993,3.1608143280106007,88011940380000.0,451343284.0,26.80221837,10.6137427709,2.8708466392,32.6211635236,2141.6933477024995,18372.4068134777,21.6022588727,VCI,yearly
VJC,2017,2,0.0,0.0,0.17654090131906203,1.2375271054413235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13884977876439647,0.1545101296814406,0.12545424482474407,0.0,0.0,0.0,0.0,1571303180126,0.0,0.0,0.0,0.0,-27.317886984618394,3.380116877746991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
VJC,2017,1,0.0,0.0,0.15046248567115394,1.1620420950255155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11297789411286262,0.1509262627738845,0.0737180985033996,0.0,0.0,0.0,0.0,576943740580,0.0,0.0,0.0,0.0,-9.555535073487272,3.3977065054376254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
VJC,2016,4,1.5826008336,3.2379821581,0.22121106811381255,0.8001912582761641,1.7129480849,51.1052418367,15.911707884136096,2.3384047689,6.3181411667,24.568253819736093,156.089315612,0.1143835612810077,0.14370322714311048,0.06473631134936109,0.7253226188,0.2770944753,0.1554549629,3241118677850.0,920475756984,0.0258175559,0.9757229853,0.2593492525,0.962673856,-16.875131989424485,4.23798215806688,52446089600800.0,451343284.0,13.968359782,7.3660291786,1.9071793382,21.3077549075,1154.2229519405012,15775.12078534,17.9070333166,VCI,yearly
