,symbol,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
0,VCB,HOSE,Banks,NH,25183,0.216,8355.7,8355.7,2008,24306,2.5,-0.001,-0.038,-0.275,Vietcombank,https://vietcombank.com.vn,289,8355
