Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
DGC,2020,3,0.3081297502,0.4197717479,0.5382026970672648,1.0689361136915718,1.1667950146,2.7411806907,45.33276063310051,52.1807438477,13.6773331009,111.19083758170052,6.9949175325,0.15201217121223676,0.2291771320481517,0.14492678838740974,0.2238676215,0.1712057648,0.16037502,1175957133640.0,236546745693,0.0573613767,1.958424007,0.0368420641,1.5836968107,-62.680218675427675,1.419771747883734,7780465461000.0,148766070.0,9.2766785752,1.996647439,1.2750696253,7.7284782919,1515.944820146153,26193.9083371296,7.7650810512,VCI,quarterly
DGC,2020,2,0.2985967966,0.4381317136,0.5681811456292769,1.0069255524615421,1.1571116841,2.5122399773,42.76991545075795,60.4848459657,15.5417560366,118.79651745305796,6.0345693896,0.18639597544828226,0.2768262147919556,0.16195633079782135,0.2041268387,0.1579765945,0.1484706964,1049115060730.0,293754468716,0.0722021661,1.8272065344,0.0347686101,1.4405842089,-60.43069225868793,1.4381317135708604,6181230208500.0,148766070.0,8.4306160889,1.6836883632,1.084361987,5.9081131282,1715.7025221208035,24677.9635169834,7.070429252,VCI,quarterly
DGC,2020,1,0.2354735858,0.3514236312,0.614350877587571,0.9613768893985967,1.1622333743,2.344446262,40.943941690908375,67.8853533468,16.5957124862,125.42500752390838,5.3767120889,0.13042920503879335,0.20122539508370207,0.12467602248117006,0.1840822966,0.1482434933,0.1354417346,930800418714.0,198308577939,0.0753768844,1.9622193219,0.034381015,1.5064767884,-39.843037049958255,1.3514236312365078,5148637171400.0,129362743.0,8.0033966577,1.4653582685,0.9452612226,5.8223732722,1465.346650047456,27160.5933214171,6.5554421087,VCI,quarterly
DGC,2019,4,0.2129968272,0.3680357271,0.6674573954193761,0.908708650054969,1.0771683547,2.1989099722,45.73145854588401,71.7139410707,15.0211765557,132.46657617228402,5.0896658941,0.12457858207888753,0.21934012820879792,0.11617424581661974,0.1712803813,0.1413719376,0.1199086948,849488870918.0,180575140968,0.0,1.7815961605,0.100519586,1.1452743091,-20.616267486073212,1.3680805362117525,3156450929200.0,129362743.0,5.5701172345,0.9495913569,0.6200525453,3.7276087917,1301.7129489670763,25695.2633605257,4.6290571518,VCI,quarterly
DGC,2019,3,0.2065186086,0.335829417,0.6918890161630796,0.8969264480780555,1.1633798801,2.2590814505,36.683275134424704,80.0383831425,21.8283084753,138.5499667522247,4.5603120112,0.09690054339215301,0.16386603360282362,0.10240898997390914,0.2014716007,0.1695337991,0.142219931,948325300887.0,111866802602,0.1209677419,1.797261626,0.0432602912,1.0020630221,-20.87192470362008,1.3358294170154956,3208196026400.0,129362743.0,4.7128073444,0.9767849877,0.5967067011,2.1485399743,913.9109478298554,25389.415594071,4.2011719257,VCI,quarterly
DGC,2019,2,0.2508261177,0.3824402854,0.7276753565485673,0.8647410149122773,1.2387560028,2.4448984153,35.15196113107951,77.0593860322,24.8311654471,137.0425126103795,4.7366066458,0.13456676050811775,0.1857920711233235,0.11990525101631463,0.2499668973,0.2039098021,0.1698988056,1174000356313.0,177953687539,0.1145038168,1.597384615,0.0358178703,0.8315546204,-20.61849937954144,1.3824402854127655,3389303866600.0,129362743.0,3.8073459135,1.0723699635,0.592073336,1.8309180324,1225.739498527795,24431.8666980415,3.6555281508,VCI,quarterly
DGC,2019,1,0.3079095368,0.4637836983,0.7642949614824801,0.8367003980103854,1.2329742042,2.5818946381,34.0015887870412,74.7623171825,25.4497196105,134.2136255800412,4.882138673,0.10741754921869504,0.16933647228825816,0.10387118151809163,0.2558212445,0.1617457206,0.1735081577,947014961027.0,125090409099,0.1013513514,1.400412423,0.1311955357,0.6623645348,-14.183531838665496,1.4637836983478274,3669593192800.0,123972743.0,4.5662828645,1.20081858,0.8105160953,1.9294785755,975.7029870832172,24649.8517700459,4.8324156177,VCI,quarterly
DGC,2018,4,0.3579559668,0.4942696955,0.7370229956221638,0.8376370607008303,2.168688317,5.1545384439,25.55036016232261,32.0854930989,10.560863155,68.19671641622261,11.3758575838,0.1624343073623023,0.2665227108743432,0.14956452942198875,0.4540031471,0.2184675739,0.3097282982,1151546830866.0,281841419988,0.08,1.3650640114,0.1753110169,0.8558902633,-27.72241158063679,1.4913038675976658,4042610175000.0,107802938.0,4.6478739749,1.3286031993,0.6637959118,7.1661411532,2407.271472443543,28225.1314920007,4.345059749,VCI,quarterly
DGC,2018,3,0.3441346694,0.5574709452,0.7541016064432359,0.7690759623617281,1.1933282081,3.5736182142,35.22787303536695,59.1976881657,28.7025968907,123.12815809176695,6.165781322,0.16822602183729538,0.23508060942248774,0.16379650672966173,0.2888259354,0.0748646757,0.210427587,451951010872.0,252744777708,0.0,1.2844482031,0.1014134458,0.716222173,-44.22794029569955,1.5574709452061477,4538503689800.0,107802938.0,6.1073001048,1.6209636284,2.194741004,4.8488869917,2282.7747188392955,25972.2052128023,11.9006750707,VCI,quarterly
DGC,2018,2,0.0,0.0,0.056255020822112325,0.1796832500475026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000691150321821,0.20104890914839127,0.08419062957934266,0.0,0.0,0.0,0.0,12543896592,0.0,0.0,0.0,0.0,0.0,1.089544085910267,5260783374400.0,107802938.0,15.0564099587,7.7092397319,3.471535473,9.3104639571,97.95703022490909,6330.0664782624,43.4109954857,VCI,quarterly
DGC,2018,1,0.0074838938,0.110404904,0.055588061976863896,0.17824216669468382,1.5819353111,7.0445846796,37.02296688993553,18.5015684059,25.5427924953,81.06732779113554,19.7280572108,0.07773608778695573,0.17390254106087838,0.06534043418346111,0.208371873,0.2132338515,0.1569122878,183990821389.0,12768695556,0.0,3.0483647585,0.6144519814,2.4864032413,0.0,1.1104049039792974,1825292073000.0,50008002.0,7.8190648874,2.696486329,0.7755695816,20.4394107995,214.61810939777197,13536.1338967133,9.6985077803,VCI,quarterly
DGC,2017,4,0.0,0.330589445,0.04680581717203982,0.2027324356839725,0.432763575,1.8209144562,102.59852029038687,74.3201009711,59.8911524622,236.80977372368687,4.9111881608,0.05749309111921652,0.14744347198651186,0.35266143689548923,0.126489374,0.075758738,0.0888205776,61270381409.0,15856608968,0.0,1.6838735131,0.3751371969,1.5269479168,0.0,1.1524614730285259,1625260065000.0,50008002.0,12.6583529513,2.4396616255,2.597960314,-38.0612182032,1944.9709839237328,13321.5195338827,25.6391607571,VCI,quarterly
DGC,2017,3,0.1332096773,0.4336433619,0.41153747816571135,0.40953520196096216,1.7171675924,5.5871257543,31.343864861862535,18.1137521479,21.6683187981,71.12593580786253,20.1504358136,0.054599252886402265,0.11611659193336522,0.06499410396749863,0.1425113949,0.1049699767,0.1004724017,253854148313.0,51864802161,0.0,1.3766477102,0.3877538897,1.1113129157,-48.12267367332499,1.4336433618533044,1545247261800.0,50008002.0,7.4765016906,1.3372215648,0.4374518445,4.7745445503,1234.5835417899718,23107.614186062,5.8730903761,VCI,quarterly
DGC,2017,2,0.210399913,0.4077260808,0.4209354984745894,0.3894560954696197,1.6114929714,5.1989799032,29.7953044023857,19.6531615615,18.9470858679,68.3955518317857,18.572075483,0.0673929726849857,0.13170400209489924,0.06611929537140886,0.1490360478,0.1055543124,0.1034906049,255268978451.0,64933861082,0.0,1.4258476034,0.3687832408,1.1612724622,-38.074982087996986,1.4077260808019898,1625260065000.0,50008002.0,7.8610390532,1.4858465891,0.5048352224,9.8557248852,1273.9293035142655,21873.0521962752,6.7147201337,VCI,quarterly
DGC,2017,1,0.1756648333,0.3671977695,0.45314307963009254,0.3707071350763454,1.4735853,4.662740091,28.30729763172095,22.6894996417,21.7913975725,72.78819484592096,16.0867364095,0.034328766640916886,0.0904746125317152,0.04258731577893909,0.1601903123,0.120895786,0.1097667626,271269810628.0,28227334814,0.0,1.46596768,0.3667864112,1.2537074804,-21.716157489257615,1.3671977694960284,1590254463600.0,50008002.0,7.501796518,1.5190307025,0.5588008924,6.1407807355,700.2489057451246,20934.4024105921,6.0749528104,VCI,quarterly
DGC,2016,4,0.283315677,0.4697728301,0.4623806435149807,0.35780064796240624,1.3659734409,4.1488219562,23.583655360910658,29.0391603689,17.9242883454,70.54710407521065,12.5692339366,0.050189143372343314,0.1149747645193918,0.05801239324832765,0.1890495255,0.0,0.1259575091,314035612262.0,39985145325,0.0,1.3101679702,0.2907254799,1.0403275248,-23.61720411056224,1.4656769946742512,1770283270800.0,50008002.0,7.3216670161,1.747475917,0.6751250159,4.8366202401,924.2089599580484,20257.789910071,6.2745491842,VCI,quarterly
DGC,2016,3,0.2995089545,0.5288993935,0.4512504233380258,0.34314681141798764,1.3332819293,4.190402443,24.937290703038265,28.4732823953,25.1827082864,78.59328138473826,12.8190348739,0.08764714087198874,0.15670130573639296,0.0970409274436548,0.2037247549,0.0,0.1356316857,359577113809.0,55824433743,0.0745652174,1.263619959,0.2825154442,1.0219183004,-39.214825475418394,1.528899393493806,1840294473600.0,50008002.0,7.2982244147,1.9141161526,0.7424218061,4.8069787487,1235.9531484581207,19225.5835418013,5.6618941227,VCI,quarterly
DGC,2016,2,0.2427493167,0.4843698818,0.4798056008854989,0.32213615156541214,1.3317603154,4.0668714897,21.336310760403556,30.3847656705,23.8526848831,75.57376131400355,12.0125988121,0.1289374575998364,0.2000783424610219,0.11685851358263151,0.2297889169,0.0,0.1524477209,382241657848.0,76067611175,0.05488,1.3197319408,0.1330362116,1.0447820666,-53.47412115824203,1.4843698817531532,2500400100000.0,50008002.0,9.089872344,2.3458729848,1.0405198434,16.0232037781,1378.6103352019543,21314.0269414685,7.1121144123,VCI,quarterly
DGC,2016,1,0.2826910287,0.5182566324,0.48327040861121084,0.31539465251719917,1.3710117363,4.0538598271,19.92552561989095,31.6896748617,26.2067427964,77.82194327799095,11.5179471419,0.12311137325641755,0.18365462907480576,0.09928660220045729,0.2530232881,0.0,0.1545442221,370499009219.0,73681561763,0.0645647059,1.2877663149,0.022646608,1.0872532598,-59.3652682290557,1.5182566323844746,2125388110000.0,50009132.0,7.8351528638,2.0076265584,0.8832000283,4.2650217547,1188.234010080399,21169.2756415365,5.1650700968,VCI,quarterly
DGC,2015,4,0.0,0.0,0.4991219664388935,0.32297140523219586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1241770131211927,0.19539470191656735,0.09487050006663365,0.0,0.0,0.0,0.0,81136893968,0.05875803,0.0,0.0,0.0,-54.88304099553417,1.4753069770943035,1971166464400.0,42209132.0,7.0401295443,2.3370335443,0.8086284812,6.9374608098,1468.594635208324,19982.5972173984,4.6596577206,VCI,quarterly
DGC,2015,3,0.0,0.0,0.5132995093456514,0.3003194098066212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13825212583321814,0.2099323099569623,0.15097582435371298,0.0,0.0,0.0,0.0,77584337203,0.0630487805,0.0,0.0,0.0,-40.79957507572385,1.554918413508572,2076689294400.0,42209132.0,8.4095377495,2.5515861631,0.8815447065,6.9775130305,2007.2581257534507,19282.1236888501,5.4653013669,VCI,quarterly
DGC,2015,2,0.0,0.0,0.8265918444342154,0.19048365875910356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10819740072230652,0.18372543270376462,0.10975544616242883,0.0,0.0,0.0,0.0,64203323551,0.07755,0.0,0.0,0.0,-34.44564640287477,2.2384965111626696,1688365280000.0,42209132.0,8.4514246916,2.3338740473,0.7231340834,3.6944428569,1542.9801568295695,17138.8854710872,5.6711860254,VCI,quarterly
DGC,2015,1,0.0,0.0,0.9100872602927357,0.17525195872926044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11628768229033623,0.1917612861405164,0.08320312572484535,0.0,0.0,0.0,0.0,73288901940,0.11,0.0,0.0,0.0,-25.670010324980296,2.2961750080483996,1190297522400.0,42209132.0,7.3916990759,1.4193566661,0.5385600293,7.2884919837,1242.3321395948155,19868.1562380315,5.3699244594,VCI,quarterly
