price,acc_volume,acc_buy_volume,acc_sell_volume,acc_undefined_volume
92500.0,2200.0,2200.0,0.0,0.0
92400.0,1500.0,1500.0,0.0,0.0
92300.0,1400.0,1300.0,100.0,0.0
92200.0,1000.0,900.0,100.0,0.0
92100.0,2800.0,1000.0,1800.0,0.0
92000.0,41700.0,20600.0,21100.0,0.0
91900.0,15100.0,1600.0,13500.0,0.0
91800.0,73400.0,63300.0,10100.0,0.0
91700.0,77300.0,25900.0,51400.0,0.0
91600.0,31700.0,4500.0,27200.0,0.0
91500.0,28400.0,1400.0,27000.0,0.0
91400.0,600.0,0.0,600.0,0.0
