ticker,yearReport,lengthReport,Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Net income from associated companies,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,data_source,period_type
DGC,2025,2,0.1554143664857402,2895497270172,842247304534,-0.02148986819082884,185567728224,-9878436346,2895497270172,-1099911686,2894397358486,-1913548105201,980849253285,-44602938295,0,-86532031160,-42799605771,992482406283,2553113709,0,-8710210228,-6157096519,986325309764,-96652485025,1183819847,890856644586,48609340052,842247304534,VCI,yearly
DGC,2025,1,0.17838257063769755,2811403662097,809334908466,0.20326550186629402,164569313746,-6994545308,2811403662097,-1092626114,2810311035983,-1830140384169,980170651814,-15224216267,0,-110102503710,-41548800896,977864444687,1097856820,0,-1049489088,48367732,977912812419,-142758261694,1635532809,836790083534,27455175068,809334908466,VCI,yearly
DGC,2024,4,0.012693868916132686,2419380980878,747306714111,0.03861812728561999,168426534592,-5919463593,2419380980878,-1766723180,2417614257698,-1599095433371,818518824327,-13018128310,0,-57069230397,-49905327867,866952672345,480137913,0,-2479024843,-1998886930,864953785415,-77997452694,-1779393774,785176938947,37870224836,747306714111,VCI,yearly
DGC,2024,3,0.03857615190798682,2559433743806,705979959210,-0.07273605873329082,150535047731,-3920315833,2559433743806,-1348694887,2558085048919,-1676667038077,881418010842,-22194062584,0,-168189693429,-39885184962,801684117598,976946975,0,-2636471601,-1659524626,800024592972,-64969959495,2974325307,738028958784,32048999574,705979959210,VCI,yearly
DGC,2024,2,0.03364504463306995,2506024984767,860744592370,0.023795861495930885,165098026387,-5305560974,2506024984767,-1517088597,2504507896170,-1521109650925,983398245245,-15946754654,0,-116868588325,-40494095169,975186833484,1598794081,0,-10749620595,-9150826514,966036006970,-86057398689,312265309,880290873590,19546281220,860744592370,VCI,yearly
DGC,2024,1,-0.039181534906069716,2385815720760,672615401348,-0.14549068843179713,165183455227,-6509031647,2385815720760,-1053163074,2384762557686,-1618610243469,766152314217,-17968525053,0,-104997195027,-40366460757,768003588607,2709166568,0,-1451629003,1257537565,769261126172,-67132606130,1776528530,703905048572,31289647224,672615401348,VCI,yearly
DGC,2023,4,-0.23218594159312816,2389054634514,719520191761,-0.3030618989198981,194309455157,-7717012159,2389054634514,-1340782689,2387713851825,-1603224510803,784489341022,-35600279585,0,-95400814899,-49298432901,798499268794,330551602,0,-202962448,127589154,798626857948,-52815912407,-96942582,745714002959,26193811198,719520191761,VCI,yearly
DGC,2023,3,-0.3332122485066023,2464367912843,761358150351,-0.46153775239754835,203310841428,-8371478082,2464367912843,-831840755,2463536072088,-1623745636594,839790435494,-21866210011,0,-117709005379,-39073505160,864452556372,769107181,0,-1661588035,-892480854,863560075518,-58932205189,-1769518089,802858352240,41500201889,761358150351,VCI,yearly
DGC,2023,2,-0.39425956678164087,2424454117764,840738495575,-0.5291304983108642,181224828047,-8856891003,2424454117764,-10870468841,2413583648923,-1473449634571,940134014352,-24789741234,0,-107883352073,-39062662723,949623086369,1377980612,0,-875931088,502049524,950125135893,-70418437303,-601438686,879105259904,38366764329,840738495575,VCI,yearly
DGC,2023,1,-0.31691735328189885,2483107691448,787136421151,-0.4107510483625304,164220555012,-6814237231,2483107691448,0,2483107691448,-1592800072270,890307619178,-19972884225,0,-114698091599,-34043014273,885814184093,270259179,0,-1390129793,-1119870614,884694313479,-64507786162,2568305766,822754833083,35618411932,787136421151,VCI,yearly
DGC,2022,4,-0.09975120571050482,3111501552174,1032401859858,-0.20831917581037152,197521012102,-6275057440,3111501552174,0,3111501552174,-1822136539718,1289365012456,-75260998323,0,-156924739542,-54574911064,1200125375629,89700586,0,-5580906851,-5491206265,1194634169364,-59943052983,-11092053387,1123599062994,91197203136,1032401859858,VCI,yearly
DGC,2022,3,0.7546032508159067,3695880596672,1413948988515,1.9555835463691047,143573106736,-5189258363,3695880596672,0,3695880596672,-2049958593480,1645922003192,-14696546563,0,-144842597657,-33696911795,1596259053913,5076912326,0,-5328842800,-251930474,1596007123439,-86246966347,3936177448,1513696334540,99747346025,1413948988515,VCI,yearly
DGC,2022,2,0.9633940026557002,4002463736625,1785502124387,4.551797958558673,107767440464,-3398265462,4002463736625,-113190000,4002350546625,-1874464100394,2127886446231,-46992598940,0,-174103613368,-16902871385,1997654803002,2547221008,0,-1450810712,1096410296,1998751213298,-108123429351,5628316142,1896256100089,110753975702,1785502124387,VCI,yearly
DGC,2022,1,0.8647712779906732,3635149719259,1335829989962,3.7044055766501303,84323702638,-2735393968,3635149719259,-771753825,3634377965434,-1928029684130,1706348281304,-12803394159,0,-148562234294,-42468005550,1586838349939,545839534,0,-1011842335,-466002801,1586372347138,-80856644225,1240025112,1506755728025,170925738063,1335829989962,VCI,yearly
DGC,2021,4,1.1821216006324402,3456268502564,1304063239014,4.519965854995747,64807397882,-2567417807,3456268502564,0,3456268502564,-1840302348258,1615966154306,-26925092333,0,-143384247879,-49093574539,1461370637437,5673130912,0,-10199414717,-4526283805,1456844353632,-55380978565,-974367686,1400489007381,96425768367,1304063239014,VCI,yearly
DGC,2021,3,0.3536294982581439,2106391057325,478399262390,1.1213054985671331,40455878426,-3170009943,2106391057325,0,2106391057325,-1466197580844,640193476481,-10641943613,0,-122810001613,-30246423715,516950985966,285765909,0,-1293888883,-1008122974,515942862992,-28389351571,527978837,488081490258,9682227868,478399262390,VCI,yearly
DGC,2021,2,0.29351656519045016,2038543324066,321607907513,0.26002986391955196,32520922828,-3539833008,2038543324066,0,2038543324066,-1543593253080,494950070986,-20764402175,0,-122299422162,-28500478964,355906690513,522809077,0,-1980906377,-1458097300,354448593213,-22147988650,827628076,333128232639,11520325126,321607907513,VCI,yearly
DGC,2021,1,0.2821201981393522,1949381011046,283952981561,0.4979483593921049,32873658727,-4386371578,1949381011046,-195888680,1949185122366,-1518562195196,430622927170,-9782634485,0,-114698442561,-28748640584,310266868267,829195447,0,-1213089827,-383894380,309882973887,-17933050711,0,291949923176,7996941615,283952981561,VCI,yearly
DGC,2020,4,0.09257611932273105,1583902795134,236244801738,0.40293587338713777,30639509918,-4555074333,1583902795134,0,1583902795134,-1203697691155,380205103979,-19955306333,0,-94317914725,-28352494328,268218898511,1501937343,0,-10256736454,-8754799111,259464099400,-16341702752,0,243122396648,6877594910,236244801738,VCI,yearly
DGC,2020,3,0.3475792680424447,1556106054157,225521153230,0.9075423476624109,32751449844,-3773865993,1556106054157,-2067176,1556103986981,-1199480538076,356623448905,-19069297496,0,-92611387170,-27465316042,250228898041,274091592,0,-2394685704,-2120594112,248108303929,-12605037245,0,235503266684,9982113454,225521153230,VCI,yearly
DGC,2020,2,0.1916074599430193,1575970017644,255238321505,0.6096760527389918,35658729949,-4861014457,1575970017644,0,1575970017644,-1139700203034,436269814610,-36391504436,0,-110500252001,-32015093893,293021694229,1286120126,0,-10851335735,-9565215609,283456478620,-13673268748,0,269783209872,14544888367,255238321505,VCI,yearly
DGC,2020,1,0.30489354733209467,1520435458294,189561262096,0.5671326054671798,23059386470,-4977245527,1520435458294,-4678393,1520430779901,-1214481495518,305949284383,-9428728921,0,-80531431540,-27109274904,211939235488,548887544,0,-2363940672,-1815053128,210124182360,-10571135528,0,199553046832,9991784736,189561262096,VCI,yearly
