ticker,yearReport,lengthReport,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,data_source,period_type
SHB,2016,2,-9529000000,180976000000,100523000000,0,-13874000000,901000000,-3959000000,0,-134000000,96430000000,26108123000000,2000000,26204555000000,100523000000,8957000000,0,0,-134000000,VCI,quarterly
SHB,2016,1,1160000000,-91329000000,-7659589000000,0,-8837000000,750000000,6630000000,0,-154000000,-7653113000000,33761236000000,0,26108123000000,-7659589000000,220000000,0,14554000000,-154000000,VCI,quarterly
SHB,2015,4,11991000000,1350718000000,7845290000000,0,-44689000000,5030000000,-12611000000,1000000,-678000000,7832001000000,24322446000000,1000000,32154448000000,7845290000000,-174000000,0,10904000000,-679000000,VCI,quarterly
SHB,2015,3,-68846000000,235280000000,2929239000000,0,-27755000000,284000000,-25810000000,620149000000,619891000000,3523320000000,20799126000000,0,24322446000000,2929239000000,1658000000,0,0,-258000000,VCI,quarterly
SHB,2015,2,10888000000,388227000000,1274149000000,0,-10974000000,3041000000,-5593000000,0,-1476000000,1267080000000,19532046000000,0,20799126000000,1274149000000,424000000,0,1955000000,-1476000000,VCI,quarterly
SHB,2015,1,-1459000000,-530473000000,-9087518000000,0,-20410000000,209000000,-5234000000,0,-347000000,-9093099000000,28625145000000,0,19532046000000,-9087518000000,139000000,0,14789000000,-347000000,VCI,quarterly
SHB,2014,4,-2113196894,796015168906,12007294430367,0,-21102117539,0,-33644524122,0,0,11973649906245,17001495637925,0,28975145544170,12007294430367,261760000,-52730950170,55654895040,0,VCI,quarterly
SHB,2014,3,-139185519922,-715348914520,1843942275458,0,256523952096,1316460819,292796653713,0,-63109484489,2073629444682,14927866193243,0,17001495637925,1843942275458,827705365,34180000000,0,-63109484489,VCI,quarterly
SHB,2014,2,19256171781,175939806847,7744274634916,0,-317731804366,6165592000,-311452712388,0,-64323250,7432757599278,7495108593965,0,14927866193243,7744274634916,113499978,21202000000,-21202000000,-64323250,VCI,quarterly
SHB,2014,1,8125828219,54728193153,-8682851634916,0,-20396195634,65408000,880712388,0,-267676750,-8682238599278,16177347193243,0,7495108593965,-8682851634916,9500022,0,21202000000,-267676750,VCI,quarterly
SHB,2013,4,8535604218,-119552529647,-4910528497879,0,-117525321061,2578069000,-23265727485,0,-241847865,-4934036073229,11206483266471,0,6272447193242,-4910528497879,553998185,0,24741078175,-241847865,VCI,quarterly
SHB,2013,3,52954700610,-856622821254,-34548116985,0,-305206699844,922461628,-302501606325,0,-133910680,-337183633990,11543666900461,0,11206483266471,-34548116985,113606103,0,260483,-133910680,VCI,quarterly
SHB,2013,2,-8634676499,405711843984,-1001227802743,0,-4581021034,1682402800,23398121284,0,-395011900,-978224693359,12521891593820,0,11543666900461,-1001227802743,896000000,-260482,8000000000,-395011900,VCI,quarterly
SHB,2013,1,15094676499,-798288843984,902731802743,0,-30003978966,301597200,-47103121284,0,-294988100,855333693359,11666557900461,0,12521891593820,902731802743,0,260482,0,-294988100,VCI,quarterly
