Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),,
SHB,2020,2,16.144697701,0.21212520924778389,0.4968656976351102,0.29245729557947825,0.1285840071,0.0,0.0068438211,0.0,17.144697701021123,26505587794000,1755336940,9.105100914,1.16115053,2.58222535,2.4770227868,406.2023556571424,13004.3432003431,VCI,quarterly
SHB,2020,1,18.2134321546,0.25116331625648647,0.4180132536606334,0.3648176012940172,0.1381302688,0.0,0.0070843699,0.0,19.21343215461693,20888509586000,1755336940,7.2882593681,1.0876959267,2.1693347981,-3.8418054044,350.0034585952484,10940.5576572666,VCI,quarterly
SHB,2019,4,18.7355365622,0.25748620547575685,0.4072478103317341,0.2621885274966153,0.1387997552,0.0,0.0070233363,0.0,19.542888774902153,27909857346000,1755336940,7.914957252,1.5080342188,2.9726009514,1.1977496128,370.6917943628532,10543.5273298584,VCI,quarterly
SHB,2019,3,18.6254638429,0.2646114981512207,0.3962130927018601,0.24820140375214986,0.1364912701,0.0,0.0069716314,0.0,19.625463842914026,9504647399600,1203119924,4.0242893325,0.5221524113,1.0882009453,24.6998774636,465.16393655866347,15129.6821180396,VCI,quarterly
SHB,2019,2,18.6298519616,0.27531323241291933,0.37916792714726605,0.41609926299138517,0.1241107148,0.0,0.0064148186,0.0,19.629851961565656,7940591498400,1203119924,3.8158634563,0.4558388753,1.0487261434,-0.80105254,594.0388698940706,14478.8002031292,VCI,quarterly
SHB,2019,1,18.5188748577,0.28076546435730265,0.3714645403083999,0.4393656923288453,0.1091593378,0.0,0.0056489472,0.0,19.51887485772735,7940591498400,1203119924,4.4639439658,0.4652920069,1.135878011,2.878231644,494.020577785727,14184.6408321969,VCI,quarterly
SHB,2018,4,18.7933797405,0.2893213658041997,0.36031937907629946,0.22530293563672352,0.1078089459,0.0,0.0054894377,0.0,19.53260023246636,9023399430000,1203119924,5.3979657888,0.5524801317,1.3384387595,4.353260272,410.6190830565948,13575.1488061966,VCI,quarterly
SHB,2018,3,17.6680971095,0.24786167038837603,0.3494406624904062,0.23731361205759344,0.1019390984,0.0,0.0053789228,0.0,18.668097109487274,8662463452800,1203119924,5.0566805447,0.5395827728,1.3547565022,1.1599387967,231.615314850359,13343.6432060949,VCI,quarterly
SHB,2018,2,0.0,0.25607420468859593,0.3381338191382152,0.37926091434035825,0.0,0.0,0.0,0.0,19.564783169689434,9143711422400,1203119924,5.3228627711,0.5886050741,1.3255123254,0.5270229965,342.8328230395094,12911.8832546239,VCI,quarterly
SHB,2018,1,17.8725189434,0.2622200552905252,0.33090076445483035,0.3749077373851843,0.118407263,0.0,0.0062890724,0.0,18.872518943421703,9985895369200,1203119924,5.8888823877,0.6571407673,1.5233654876,-1.3650885101,334.36816395037937,12630.4749496123,VCI,quarterly
SHB,2017,4,18.4680959784,0.26583224546132217,0.32361914854232304,0.22316782529762683,0.1102416939,0.0,0.0059202033,0.0,18.697825643772603,13234319164000,1203119924,8.0023104641,0.8383633286,2.0511442617,1.8571520055,397.24884482920424,13120.8029085931,VCI,quarterly
SHB,2017,3,18.754892022,0.29149582961387854,0.2912145080777615,0.5939121059069841,0.1017386755,0.0,0.0055092661,0.0714285714,19.754892022013344,15159311042400,1203119924,10.8249466379,0.9604700248,2.5399611419,9.4814257982,353.90819444196984,13118.5770250952,VCI,quarterly
SHB,2017,2,17.0215462862,0.2822933606010541,0.30163368872943963,0.4529507321714511,0.0875610778,0.0,0.0048572425,0.1153846154,18.021718321029063,8729704729200,1119192914,7.2538822144,0.6302346956,1.6407671173,-2.4671672676,348.78884159911684,12376.3417898772,VCI,quarterly
SHB,2017,1,17.4220880413,0.2928036082611739,0.2929153917918311,0.26504408171476845,0.0737036627,0.0,0.0040794461,0.1125,18.422255090409767,8953543312000,1119192914,9.009024232,0.665633766,1.7300774076,1.0237078094,218.94527470176604,12018.6210618644,VCI,quarterly
SHB,2016,4,16.683930183,0.2983335855807828,0.28907339538161997,0.16932122522099588,0.0745986368,0.0,0.004163885,0.12,17.678843366381514,8393946855000,1119192914,9.195386412,0.6347795573,1.6902455171,-1.0724450363,278.43457200444715,11815.1252879036,VCI,quarterly
SHB,2016,3,16.9744037624,0.3222644196613909,0.26036650423386093,0.28370677237950087,0.0736755586,0.0,0.0040936425,0.1734693878,17.974603482197182,5484045278600,1119192914,5.8797573063,0.3885810974,1.2521183042,-2.6985961935,181.7952896724648,12609.9803446046,VCI,quarterly
SHB,2016,2,0.0,0.34471246053017907,0.25354011447369235,0.20945052197286992,0.0,0.0,0.0,0.1545454545,18.190626743840646,5214540512500,948098275,6.1793623348,0.4479979383,1.2289424631,1.6225072507,176.70003671296627,12276.8422123468,VCI,quarterly
SHB,2016,1,16.6317957,0.34914454046384696,0.2513808484538896,0.2750114238250343,0.0789386295,0.0,0.0045888531,0.1440677966,17.632008533424585,5593779822500,948098275,6.3429946591,0.484607941,1.3584465168,1.2751025011,257.72222821521325,12174.7901764136,VCI,quarterly
SHB,2015,4,0.0,0.3603078273875712,0.2449801693701789,0.20449868765507784,0.0,0.0,0.0,0.1307692308,18.19340092416809,6162638787500,948098275,7.7545360507,0.5478313451,1.5649874264,1.1843153418,252.61727219153522,11864.9654831437,VCI,quarterly
SHB,2015,3,0.0,0.3640234089259736,0.24105565587363725,0.237741285855491,0.0,0.0,0.0,0.1086956522,16.552215212876263,6541878097500,948098275,8.2830156182,0.5910203945,1.8584033329,0.9188478764,203.458866118072,11674.7240259141,VCI,quarterly
SHB,2015,2,0.0,0.3746356640737816,0.235746461699988,0.31075371384602823,0.0,0.0,0.0,0.1119402985,16.37872091683391,6352258442500,948098275,8.0684198305,0.5484504597,1.9120764318,1.0525886506,216.82035018996316,12216.2355434566,VCI,quarterly
SHB,2015,1,0.0,0.38187076845744516,0.23244902146646282,0.2686689127622111,0.0,0.0,0.0,0.102739726,15.537710176621355,6921197130800,948109196,9.0194830019,0.6060422797,1.9686466873,0.553614828,174.77733651261832,12045.3642341155,VCI,quarterly
SHB,2014,4,15.1289700139,0.39032062446366683,0.22890239467940937,0.23232472615580835,0.0758898127,0.0,0.0050572992,0.0974025974,16.10493273091356,6822841879700,886083361,8.634387843,0.6513950821,2.0946098786,0.5204004588,255.06603572708323,11820.7831333795,VCI,quarterly
SHB,2014,3,13.8059448123,0.39771487233957564,0.22515957286645558,0.25907251454706043,0.0770902639,7.3209166578,0.0057275142,0.1034482758,14.80621893539462,7708925240700,886083361,9.525922766,0.7452354715,2.7310344094,4.1828822022,214.88094426140566,11674.1625065556,VCI,quarterly
SHB,2014,2,12.0628261029,0.38398278940632,0.23417548090631415,0.25557858910935516,0.0820374781,7.5733620598,0.0064671208,0.1,13.06309110293359,7974750249000,886083361,9.327776273,0.7412518159,2.9846933875,1.0303041364,209.48253796969786,12141.6228692731,VCI,quarterly
SHB,2014,1,11.098575757,0.39133585488873,0.23033604730434784,0.619614816398261,0.079447843,7.6575105271,0.0065589621,0.0989010989,12.09884024590881,8063358585100,886083361,9.9795785728,0.7619810382,3.4288465072,-0.929143333,244.43412236131584,11942.5543987131,VCI,quarterly
SHB,2013,4,12.8689868967,0.4018901312462579,0.2247925728938179,0.32359686383208225,0.0855656856,0.0,0.0065323711,0.0,13.918310000422176,9569700298800,886083361,11.2678316806,0.9241000677,4.0411954284,1.932467786,244.9817005851665,11687.0460001788,VCI,quarterly
SHB,2013,3,10.6300491298,0.40425086921861003,0.21852867510959728,0.4292103629107741,0.1713740755,7.1134091808,0.0150741449,0.0,11.63032318306239,6113975190900,886083361,3.6624397814,0.6089832388,2.0045882809,-177.063242143,266.47094669572516,11330.3610994361,VCI,quarterly
SHB,2013,2,9.7126656392,0.4184937610037355,0.21227569433315557,0.2496415867309559,-0.0292605626,6.9072234074,-0.0025347449,0.0,10.712947929580194,5936758518700,886083361,-20.0178274792,0.6087503364,2.096629628,-5.4507985915,156.45658276727306,11006.1540812524,VCI,quarterly
SHB,2013,1,9.7757895408,0.3996113478515978,0.21087716283771887,0.3813372922166496,-0.0228267492,7.1134091808,-0.0018568313,0.0,10.776074967728317,6113975190900,886083361,-25.9879672051,0.6310797175,2.2314258701,5.4434928384,184.03282633246513,10933.6424676425,VCI,quarterly
