price,acc_volume,acc_buy_volume,acc_sell_volume,acc_undefined_volume
28100.0,1198700.0,846100.0,352600.0,0.0
28050.0,443300.0,322100.0,121200.0,0.0
28000.0,1266700.0,648000.0,618700.0,0.0
27950.0,3165600.0,2127800.0,1037800.0,0.0
27900.0,6498900.0,1740000.0,4758900.0,0.0
27850.0,3273900.0,949900.0,2324000.0,0.0
27800.0,392300.0,0.0,392300.0,0.0
