ticker,yearReport,lengthReport,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Net Profit For the Year,Attributable to parent company,EPS_basis,data_source,period_type
SSB,2022,4,4386131000000,0.5128731797602516,837412000000,0.4157765357083684,4386131000000,-2456956000000,1929175000000,375171000000,-97810000000,277361000000,79459000000,-40361000000,49536000000,115596000000,-45731000000,69865000000,242000000,2365277000000,-993821000000,1371456000000,-318809000000,1052647000000,-215235000000,-215235000000,837412000000,837412000000,0,VCI,quarterly
SSB,2022,3,3945855000000,0.3430228996201549,964752000000,0.24218221896610997,3945855000000,-2161300000000,1784555000000,384074000000,-57977000000,326097000000,26126000000,59769000000,11714000000,101665000000,-57310000000,44355000000,183000000,2252799000000,-883525000000,1369274000000,-159221000000,1210053000000,-245301000000,-245301000000,964752000000,964752000000,0,VCI,quarterly
SSB,2022,2,3554995000000,0.12683487329033077,1201905000000,0.7591694073530897,3554995000000,-1827370000000,1727625000000,550603000000,-60951000000,489652000000,106124000000,63161000000,280665000000,96390000000,-64371000000,32019000000,7501000000,2706747000000,-868356000000,1838391000000,-338504000000,1499887000000,-297982000000,-297982000000,1201905000000,1201905000000,1129,VCI,quarterly
SSB,2022,1,3262819000000,0.1601579722883581,1048859000000,0.8893254075475097,3262819000000,-1698247000000,1564572000000,332850000000,-58643000000,274207000000,12177000000,145542000000,279258000000,101865000000,-55208000000,46657000000,11000000,2322424000000,-657821000000,1664603000000,-358204000000,1306399000000,-257540000000,-257540000000,1048859000000,1048859000000,0,VCI,quarterly
SSB,2021,4,2899206000000,0.03960659118968227,591486000000,0.2502161244707857,2899206000000,-1561858000000,1337348000000,393196000000,-59626000000,333570000000,39404000000,16142000000,123453000000,119315000000,-84689000000,34626000000,2818000000,1887361000000,-709312000000,1178049000000,-439846000000,738203000000,-146717000000,-146717000000,591486000000,591486000000,0,VCI,quarterly
SSB,2021,3,2938040000000,0.11525794828735456,776659000000,1.0905410606953765,2938040000000,-1519697000000,1418343000000,388386000000,-45252000000,343134000000,15650000000,66460000000,53780000000,103037000000,-55155000000,47882000000,4155000000,1949404000000,-595410000000,1353994000000,-380027000000,973967000000,-197308000000,-197308000000,776659000000,776659000000,0,VCI,quarterly
SSB,2021,2,3154850000000,0.17640675852646462,683223000000,2.293482190631824,3154850000000,-1829839000000,1325011000000,577127000000,-231099000000,346028000000,15693000000,-17509000000,38498000000,109949000000,-61180000000,48769000000,2500000000,1758990000000,-638549000000,1120441000000,-262311000000,858130000000,-174907000000,-174907000000,683223000000,683223000000,1009,VCI,quarterly
SSB,2021,1,2812392000000,0.08550729392420649,555150000000,0.8000972762645915,2812392000000,-1707001000000,1105391000000,160410000000,-37255000000,123155000000,78139000000,-6631000000,90466000000,105253000000,-56016000000,49237000000,278000000,1440035000000,-586143000000,853892000000,-155654000000,698238000000,-143088000000,-143088000000,555150000000,555150000000,0,VCI,quarterly
SSB,2020,4,2788753000000,0.0973134490447727,473107000000,-0.15844363292249294,2788753000000,-1812109000000,976644000000,139356000000,-72245000000,67111000000,25981000000,115246000000,15647000000,322752000000,-123228000000,199524000000,-400000000,1399753000000,-590382000000,809371000000,-211771000000,597600000000,-124493000000,-124493000000,473107000000,473107000000,0,VCI,quarterly
SSB,2020,3,2634404000000,-0.030100203927528598,371511000000,0.7243170235874015,2634404000000,-1887398000000,747006000000,153974000000,-15689000000,138285000000,37163000000,28494000000,15116000000,277404000000,-66765000000,210639000000,4107000000,1180810000000,-543174000000,637636000000,-175399000000,462237000000,-90726000000,-90726000000,371511000000,371511000000,0,VCI,quarterly
SSB,2020,2,2681768000000,0.04626474192439635,207447000000,0.21597050444895136,2681768000000,-1983379000000,698389000000,124796000000,-31908000000,92888000000,31962000000,-11629000000,39212000000,229726000000,-50775000000,178951000000,517000000,1030290000000,-529311000000,500979000000,-140580000000,360399000000,-152952000000,-152952000000,207447000000,207447000000,0,VCI,quarterly
SSB,2020,1,2590855000000,0.08520850489187937,308400000000,1.053057284558799,2590855000000,-1951178000000,639677000000,104553000000,-46639000000,57914000000,-20377000000,34663000000,101696000000,322516000000,-163337000000,159179000000,82000000,972834000000,-514508000000,458326000000,-149626000000,308700000000,-300000000,-300000000,308400000000,308400000000,0,VCI,quarterly
SSB,2019,4,2541437000000,0.10516961719262999,562181000000,5.158188191477708,2541437000000,-1902333000000,639104000000,119188000000,-69635000000,49553000000,-4623000000,344924000000,-22614000000,1567047000000,-51584000000,1515463000000,22130000000,2543937000000,-574732000000,1969205000000,-1261249000000,707956000000,-145775000000,-145775000000,562181000000,562181000000,0,VCI,quarterly
SSB,2019,3,2716161000000,0.36150946157898667,215454000000,0.4924151115913719,2716161000000,-1884911000000,831250000000,188280000000,-51573000000,136707000000,15293000000,70000000,1582000000,43269000000,-30340000000,12929000000,4588000000,1002419000000,-480949000000,521470000000,-247811000000,273659000000,-58205000000,-58205000000,215454000000,215454000000,279,VCI,quarterly
SSB,2019,2,2563183000000,0.22960561884371594,170602000000,0.7795881751611624,2563183000000,-1796383000000,766800000000,145531000000,-42821000000,102710000000,2410000000,51229000000,17752000000,33307000000,-33249000000,58000000,1704000000,942663000000,-474748000000,467915000000,-209247000000,258668000000,-88066000000,-88066000000,170602000000,170602000000,396,VCI,quarterly
SSB,2019,1,2387426000000,0.1355452617399994,150215000000,0.3420561248648697,2387426000000,-1730011000000,657415000000,70231000000,-23715000000,46516000000,-2779000000,9903000000,3280000000,33308000000,-28052000000,5256000000,2203000000,721794000000,-457921000000,263873000000,-113458000000,150415000000,-200000000,-200000000,150215000000,150215000000,0,VCI,quarterly
SSB,2018,4,2299590000000,0.20025992870228768,91290000000,0.22761013393577537,2299590000000,-1766923000000,532667000000,130637000000,-36162000000,94475000000,-37493000000,73500000000,847000000,14750000000,-3678000000,11072000000,-219000000,674849000000,-450894000000,223955000000,-11550000000,212405000000,-121115000000,-121115000000,91290000000,91290000000,0,VCI,quarterly
SSB,2018,3,1994963000000,0.0703550157122446,144366000000,0.39679744569687003,1994963000000,-1590731000000,404232000000,65858000000,-17458000000,48400000000,-26202000000,107576000000,173958000000,10558000000,-4521000000,6037000000,1863000000,715864000000,-382740000000,333124000000,-182982000000,150142000000,-5776000000,-5776000000,144366000000,144366000000,0,VCI,quarterly
SSB,2018,2,2084557000000,0.05366333230556159,95866000000,0.8770019971022438,2084557000000,-1391106000000,693451000000,62376000000,-42897000000,19479000000,71973000000,30825000000,3819000000,3703000000,-1026000000,2677000000,350000000,822574000000,-416114000000,406460000000,-258699000000,147761000000,-51895000000,-51895000000,95866000000,95866000000,0,VCI,quarterly
SSB,2018,1,2102449000000,0.3033577541903736,111929000000,1.1103946301638479,2102449000000,-1573571000000,528878000000,42152000000,-18656000000,23496000000,23980000000,399000000,21339000000,381000000,-80000000,301000000,0,598393000000,-383111000000,215282000000,-103153000000,112129000000,-200000000,-200000000,111929000000,111929000000,0,VCI,quarterly
SSB,2017,4,1915910000000,0.15366157229299804,74364000000,2.9124533066764875,1915910000000,-1333207000000,582703000000,50319000000,-43533000000,6786000000,-21580000000,57643000000,-23457000000,685000000,-203000000,482000000,0,602577000000,-361553000000,241024000000,-100936000000,140088000000,-65724000000,-65724000000,74364000000,74364000000,0,VCI,quarterly
SSB,2017,3,1863833000000,-0.023470250111467444,103355000000,1.0139714335821042,1863833000000,-1368177000000,495656000000,39054000000,-18553000000,20501000000,20999000000,0,66230000000,359000000,-238000000,121000000,260000000,603767000000,-316618000000,287149000000,-176049000000,111100000000,-7745000000,-7745000000,103355000000,103355000000,0,VCI,quarterly
SSB,2017,2,1978390000000,0.4630562381723241,51074000000,1.7188714399787064,1978390000000,-1445691000000,532699000000,92075000000,-69930000000,22145000000,-1357000000,0,37739000000,759000000,-233000000,526000000,1710000000,593462000000,-305287000000,288175000000,-211368000000,76807000000,-25733000000,-25733000000,51074000000,51074000000,0,VCI,quarterly
SSB,2017,1,1613102000000,0.0,53037000000,0.0,1613102000000,-1251741000000,361361000000,31261000000,-15215000000,16046000000,9508000000,0,9159000000,398000000,-502000000,-104000000,0,395970000000,-285095000000,110875000000,-57638000000,53237000000,-200000000,-200000000,53037000000,53037000000,0,VCI,quarterly
SSB,2016,4,1660721000000,0.6225425732513947,19007000000,1.7512054383052722,1660721000000,-1222736000000,437985000000,32413000000,-17494000000,14919000000,431000000,0,17774000000,962000000,-352000000,610000000,0,471719000000,-311210000000,160509000000,-117563000000,42946000000,-23939000000,-23939000000,19007000000,19007000000,0,VCI,quarterly
SSB,2016,3,1908629000000,0.0,51319000000,0.0,1908629000000,-1223270000000,685359000000,37816000000,-31397000000,6419000000,5737000000,0,13910000000,670000000,-475000000,195000000,1918000000,713538000000,-298517000000,415021000000,-360574000000,54447000000,-3128000000,-3128000000,51319000000,51319000000,0,VCI,quarterly
SSB,2016,2,1352231000000,0.22555849909231718,18785000000,-0.7630669491952979,1352231000000,-916751000000,435480000000,30251000000,-14897000000,15354000000,-6302000000,0,905000000,1394000000,-341000000,1053000000,1113000000,447603000000,-262548000000,185055000000,-156536000000,28519000000,-9734000000,-9734000000,18785000000,18785000000,0,VCI,quarterly
SSB,2015,4,1023530000000,0.0,-25302000000,0.0,1023530000000,-818523000000,205007000000,25692000000,-13589000000,12103000000,-7578000000,1497000000,-2096000000,761000000,-1706000000,-945000000,2300000000,210288000000,-303719000000,-93431000000,90157000000,-3274000000,-22028000000,-22028000000,-25302000000,-25302000000,160,VCI,quarterly
SSB,2015,2,1103359000000,0.0,79284000000,0.0,1103359000000,-757924000000,345435000000,37156000000,-25869000000,11287000000,-6275000000,0,-461000000,660000000,-491000000,169000000,1800000000,351955000000,-230195000000,121760000000,-41476000000,80284000000,-1000000000,-1000000000,79284000000,79284000000,0,VCI,quarterly
