time,open,high,low,close,volume,data_source
2015-10-05,13.67,13.92,13.58,13.92,110970,TCBS
2015-10-06,14.08,14.08,13.83,14.08,489890,TCBS
2015-10-07,14.25,14.67,14.17,14.58,1213000,TCBS
2015-10-08,14.5,15.0,14.5,15.0,1030610,TCBS
2015-10-09,15.17,15.42,15.08,15.08,682170,TCBS
2015-10-12,15.0,15.25,14.84,15.17,759930,TCBS
2015-10-13,15.17,15.17,15.0,15.08,430230,TCBS
2015-10-14,15.17,15.17,14.84,14.84,510240,TCBS
2015-10-15,15.08,15.08,14.67,14.67,757350,TCBS
2015-10-16,14.5,15.2,14.0,14.8,1689520,TCBS
2015-10-19,14.8,14.9,14.7,14.7,494220,TCBS
2015-10-20,14.5,14.6,14.2,14.2,675580,TCBS
2015-10-21,14.2,14.4,14.1,14.1,423800,TCBS
2015-10-22,14.1,14.7,14.1,14.4,751460,TCBS
2015-10-23,14.5,14.6,14.3,14.3,176090,TCBS
2015-10-26,14.5,14.5,14.1,14.1,434050,TCBS
2015-10-27,14.0,14.1,13.6,13.7,836200,TCBS
2015-10-28,13.7,13.9,13.5,13.5,534760,TCBS
2015-10-29,13.5,13.7,13.1,13.7,1053360,TCBS
2015-10-30,13.6,13.7,13.3,13.6,669010,TCBS
2015-11-02,13.5,13.5,13.2,13.2,356920,TCBS
2015-11-03,13.4,13.4,13.2,13.2,261830,TCBS
2015-11-04,13.2,13.3,13.1,13.1,364340,TCBS
2015-11-05,13.1,13.1,12.9,12.9,376870,TCBS
2015-11-06,12.9,13.1,12.9,12.9,303760,TCBS
2015-11-09,13.0,13.0,12.8,12.9,328070,TCBS
2015-11-10,12.9,12.9,12.7,12.8,384380,TCBS
2015-11-11,12.8,12.9,12.7,12.7,192840,TCBS
2015-11-12,12.4,12.6,12.2,12.3,700990,TCBS
2015-11-13,12.3,12.7,12.3,12.5,348770,TCBS
2015-11-16,12.6,12.7,12.5,12.5,265230,TCBS
2015-11-17,12.5,12.6,12.4,12.5,218500,TCBS
2015-11-18,12.5,12.5,12.3,12.3,254490,TCBS
2015-11-19,12.5,12.5,12.2,12.2,182650,TCBS
2015-11-20,12.2,12.4,12.2,12.3,227070,TCBS
2015-11-23,12.3,12.5,12.3,12.4,468320,TCBS
2015-11-24,12.5,12.5,12.3,12.3,277400,TCBS
2015-11-25,12.3,12.3,12.1,12.1,509990,TCBS
2015-11-26,12.0,12.0,11.7,11.8,465740,TCBS
2015-11-27,11.7,11.8,11.5,11.7,428230,TCBS
2015-11-30,11.6,11.6,10.9,11.0,1199520,TCBS
2015-12-01,11.0,11.2,10.8,10.9,1097880,TCBS
2015-12-02,10.8,11.2,10.8,11.2,652480,TCBS
2015-12-03,11.2,11.6,11.2,11.5,883160,TCBS
2015-12-04,11.5,11.6,11.2,11.4,621810,TCBS
2015-12-07,11.3,11.4,11.0,11.0,972490,TCBS
2015-12-08,11.0,11.4,10.9,11.4,267360,TCBS
2015-12-09,11.3,11.3,10.8,10.8,1883970,TCBS
2015-12-10,10.9,11.4,10.9,11.3,954000,TCBS
2015-12-11,11.5,12.0,11.4,12.0,1136350,TCBS
2015-12-14,11.9,11.9,11.5,11.7,669640,TCBS
2015-12-15,11.6,11.7,11.4,11.5,462540,TCBS
2015-12-16,11.5,11.7,11.3,11.5,898850,TCBS
2015-12-17,11.6,11.8,11.6,11.6,462510,TCBS
2015-12-18,11.5,11.8,11.5,11.8,3800550,TCBS
2015-12-21,11.7,11.8,11.5,11.7,449860,TCBS
2015-12-22,11.6,11.9,11.6,11.9,1124980,TCBS
2015-12-23,11.9,11.9,11.6,11.8,560750,TCBS
2015-12-24,11.8,11.9,11.6,11.6,306940,TCBS
2015-12-25,11.6,11.7,11.5,11.7,436180,TCBS
2015-12-28,11.7,11.9,11.6,11.7,623430,TCBS
2015-12-29,11.7,12.3,11.6,12.0,1098310,TCBS
2015-12-30,12.1,12.6,12.0,12.6,1406240,TCBS
2015-12-31,12.6,13.1,12.3,13.1,3528860,TCBS
2016-01-04,12.7,12.8,12.3,12.6,1127820,TCBS
2016-01-05,12.6,12.6,12.3,12.3,332490,TCBS
2016-01-06,12.4,12.9,12.4,12.8,1267100,TCBS
2016-01-07,12.7,12.8,12.4,12.6,835460,TCBS
2016-01-08,12.6,12.7,12.3,12.6,452540,TCBS
2016-01-11,12.6,12.7,12.3,12.3,470190,TCBS
2016-01-12,12.4,12.5,12.2,12.5,229760,TCBS
2016-01-13,12.5,12.6,12.3,12.4,158620,TCBS
2016-01-14,11.9,12.2,11.8,11.9,493350,TCBS
2016-01-15,11.8,11.9,11.1,11.1,1422060,TCBS
2016-01-18,10.6,11.1,10.6,10.7,591700,TCBS
2016-01-19,10.8,11.3,10.8,11.2,308310,TCBS
2016-01-20,11.2,11.3,10.9,10.9,366490,TCBS
2016-01-21,10.8,11.3,10.6,10.6,736540,TCBS
2016-01-22,10.8,10.9,10.6,10.9,382120,TCBS
2016-01-25,10.9,11.6,10.9,11.6,494380,TCBS
2016-01-26,11.3,11.4,11.1,11.1,433640,TCBS
2016-01-27,11.3,11.5,11.2,11.2,300190,TCBS
2016-01-28,11.2,11.7,11.2,11.3,201130,TCBS
2016-01-29,11.3,11.5,11.2,11.3,468470,TCBS
2016-02-01,11.3,11.4,11.2,11.2,323240,TCBS
2016-02-02,11.2,11.3,11.1,11.1,153230,TCBS
2016-02-03,11.1,11.1,10.9,11.1,362660,TCBS
2016-02-04,11.1,11.2,11.0,11.2,274830,TCBS
2016-02-05,11.2,11.2,11.1,11.2,333120,TCBS
2016-02-15,11.0,11.2,10.8,11.0,582470,TCBS
2016-02-16,10.9,11.0,10.9,10.9,716690,TCBS
2016-02-17,10.9,10.9,10.6,10.6,1636020,TCBS
2016-02-18,10.6,11.1,10.6,11.0,697250,TCBS
2016-02-19,10.8,11.1,10.8,11.0,781900,TCBS
2016-02-22,10.9,11.0,10.8,10.8,876220,TCBS
2016-02-23,10.9,11.0,10.8,10.9,554120,TCBS
2016-02-24,10.8,11.4,10.8,11.2,1355180,TCBS
2016-02-25,11.3,11.4,11.0,11.1,540620,TCBS
2016-02-26,11.1,11.2,11.0,11.2,278100,TCBS
2016-02-29,11.2,11.2,11.0,11.0,469130,TCBS
2016-03-01,11.0,11.1,10.9,10.9,398350,TCBS
2016-03-02,11.0,11.1,10.9,11.1,425700,TCBS
2016-03-03,11.2,11.2,11.0,11.0,226030,TCBS
2016-03-04,11.0,11.1,10.9,11.0,423300,TCBS
2016-03-07,11.0,11.0,10.9,11.0,420860,TCBS
2016-03-08,10.9,11.0,10.9,10.9,371220,TCBS
2016-03-09,11.0,11.0,10.8,10.9,227820,TCBS
2016-03-10,10.9,11.0,10.8,10.9,130410,TCBS
2016-03-11,10.9,11.0,10.8,11.0,113110,TCBS
2016-03-14,11.0,11.0,10.8,11.0,219320,TCBS
2016-03-15,10.9,10.9,10.8,10.8,424580,TCBS
2016-03-16,10.8,10.8,10.7,10.7,617340,TCBS
2016-03-17,10.9,10.9,10.8,10.8,335970,TCBS
2016-03-18,10.8,10.9,10.4,10.4,6765150,TCBS
2016-03-21,10.6,10.7,10.6,10.6,298810,TCBS
2016-03-22,10.7,10.7,10.5,10.6,385610,TCBS
2016-03-23,10.5,10.6,10.4,10.6,1072500,TCBS
2016-03-24,10.5,10.6,10.3,10.3,1204500,TCBS
2016-03-25,10.4,10.4,10.3,10.4,467990,TCBS
2016-03-28,10.4,10.5,10.3,10.3,383970,TCBS
2016-03-29,10.3,10.4,10.1,10.1,912290,TCBS
2016-03-30,10.1,10.4,10.1,10.3,830710,TCBS
2016-03-31,10.2,10.4,10.1,10.3,689550,TCBS
2016-04-01,10.3,10.3,10.1,10.3,551560,TCBS
2016-04-04,10.3,10.3,10.1,10.3,390140,TCBS
2016-04-05,10.2,10.3,10.1,10.2,351880,TCBS
2016-04-06,10.2,10.3,10.1,10.3,570660,TCBS
2016-04-07,10.3,10.3,10.1,10.1,623360,TCBS
2016-04-08,10.2,10.2,10.1,10.1,417320,TCBS
2016-04-11,10.1,10.2,10.0,10.1,551250,TCBS
2016-04-12,10.1,10.2,9.9,10.1,1086420,TCBS
2016-04-13,10.1,10.3,9.9,10.2,1437600,TCBS
2016-04-14,10.1,10.3,10.1,10.2,485660,TCBS
2016-04-15,10.2,10.2,10.1,10.1,125180,TCBS
2016-04-19,10.1,10.1,10.0,10.0,240700,TCBS
2016-04-20,10.0,10.1,9.9,10.0,1292850,TCBS
2016-04-21,9.9,10.4,9.9,10.2,2322450,TCBS
2016-04-22,10.1,10.3,10.1,10.2,318700,TCBS
2016-04-25,10.1,10.3,10.1,10.3,805780,TCBS
2016-04-26,10.2,10.4,10.2,10.2,696460,TCBS
2016-04-27,10.2,10.2,10.1,10.2,378110,TCBS
2016-04-28,10.1,10.4,10.1,10.3,1200410,TCBS
2016-04-29,10.3,10.4,10.2,10.3,339900,TCBS
2016-05-04,10.2,10.3,10.2,10.2,294080,TCBS
2016-05-05,10.2,10.3,10.2,10.3,240490,TCBS
2016-05-06,10.2,10.4,10.2,10.3,470690,TCBS
