Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,data_source,period_type
ticker,yearReport,lengthReport,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),,
HDB,2020,1,9.8367212369,0.04215700635815478,0.609314593322462,0.3081668485575481,0.1848066599,0.016627482,0.0,10.836721236850394,23278703113100.0,965921291.0,6.3721764106,1.1836675446,1.9281451836,-55.6416518254,919.9807564858822,20360.446739547,VCI,yearly
HDB,2019,4,10.259307979,0.044333244558345086,0.5806350434024319,0.38816648280456534,0.1937564675,0.0161817576,0.0,11.259307979013514,19849682530050.0,965921291.0,5.5924696381,1.0407449258,1.7430366793,-2.2575976408,1160.5893880229212,19745.4722012127,VCI,yearly
HDB,2019,3,10.0874584957,0.043861177535272175,0.5582045564584118,0.3587739084263854,0.1794582159,0.0154259598,0.0,11.087458495744619,26905502099450.0,962629771.0,8.2446558396,1.4848074336,2.5141294709,10.4810122846,933.5697139996307,18823.9898098892,VCI,yearly
HDB,2019,2,10.3038204216,0.046132315966151666,0.5299949020242756,0.33834493603202764,0.1697171595,0.0141576382,0.0,11.303820421612512,28350893381900.0,980999771.0,9.6700004055,1.6463271849,2.8502778991,-7.0367667508,801.4538058439567,17554.2263199978,VCI,yearly
HDB,2019,1,10.4357074873,0.09076495050939248,0.5046279528932163,0.3935258213418329,0.1753061993,0.0142517614,0.0,11.435707487298002,25505994046000.0,980999771.0,8.8450628032,1.5514331628,2.6560261115,19.6283454362,814.293768066537,16758.6981016737,VCI,yearly
HDB,2018,4,11.8390544647,0.09599729976099557,0.4794147582145256,0.3607577394599672,0.1799514272,0.0140214275,0.0,12.842025678417222,27566093565100.0,980999771.0,9.6992524854,1.7630831097,2.9200272199,1.7849120763,794.7575759423903,15937.989449337,VCI,yearly
HDB,2018,3,11.4967498324,0.09472713823168571,0.45452750474197734,0.3206496726985717,0.156075095,0.0125190675,0.0,12.496749832430373,29429993130000.0,980999771.0,11.9787965992,1.9786207477,3.3789962702,239.5675857761,578.1194010085044,15162.0769338589,VCI,yearly
HDB,2018,2,0.0,0.09861189892235264,0.43590344472688713,0.39165519517804775,0.0,0.0,0.0,12.502147497740483,33746392122400.0,980999771.0,12.297556935,2.3584431383,3.7515712006,-8.9127468799,752.3222959039814,14585.8933131188,VCI,yearly
HDB,2018,1,11.0648460824,0.09649605174692319,0.4495332627051986,0.41347791901454595,0.1725132445,0.01235965,0.0,12.064846082423273,32765392351400.0,980999771.0,13.6324591833,2.2035968125,3.9270170083,-4.8760755303,771.9267856995249,15157.0377166157,VCI,yearly
HDB,2017,4,11.8283021343,0.10343577392401741,0.42046988218728754,0.19984491219141481,0.1450804426,0.0102846892,0.0,12.828314358926304,41986790198800.0,980999771.0,24.0407171654,2.9829585417,5.5938985737,-108.4994715448,355.4465661541933,14348.1712538226,VCI,yearly
HDB,2017,3,15.3032322554,0.12231298998803722,0.3040171374205508,0.41792953002490496,0.1736051072,0.0106144414,0.0,16.36090051252718,46106989237000.0,980999771.0,24.1114404662,3.5674680647,6.3276410448,15.699876491,794.060328073206,13174.6098765432,VCI,yearly
HDB,2017,2,14.919880325,0.12350306535591418,0.30337360224831506,0.25547847225400727,0.1069217146,0.006638781,0.0,15.919880325049336,0.0,810000000.0,0.0,0.0,0.0,0.0,434.13456790123456,12258.0271604938,VCI,yearly
HDB,2017,1,15.9824296599,0.13947214966476962,0.27290580571439144,0.1970050814949078,0.1007718919,0.0064304508,0.0,17.052169858139074,0.0,810000000.0,0.0,0.0,0.0,0.0,329.82469135802467,11826.3975308642,VCI,yearly
HDB,2016,4,15.064015581,0.14510659156534395,0.2654312083615059,0.2561495715172391,0.0789048174,0.0057491347,0.0,16.13116478425006,0.0,810000000.0,0.0,0.0,0.0,0.0,435.62345679012344,0.0,VCI,yearly
HDB,2016,3,0.0,0.08459839428216392,0.25860946204261726,0.05603672878519084,0.0,0.0,0.0,15.298434821692172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
HDB,2016,2,0.0,0.08047966790445517,0.2664556112887384,0.17200962195030567,0.0,0.0,0.0,13.79069452904323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
HDB,2016,1,0.0,0.08111531767459838,0.2738791565796182,0.190902367950633,0.0,0.0,0.0,12.373165245547222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
HDB,2015,4,0.0,0.08573024083795275,0.2675793264303413,0.23468730695291917,0.0,0.0,0.0,11.337439306078362,0.0,810000000.0,0.0,0.0,0.0,0.0,310.02222222222224,11595.5740740741,VCI,yearly
HDB,2015,1,0.0,0.059065429561231786,0.25659180253103214,0.19263241826579108,0.0,0.0,0.0,9.872694706558258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
HDB,2014,1,9.0268807358,0.06815362754453246,0.24576474928201014,0.0731130355513224,0.0311000501,0.0031306654,0.0,8.842275032414438,0.0,500000000.0,0.0,0.0,0.0,0.0,46.605307744,17253.38461997,VCI,yearly
HDB,2013,4,8.7859316571,0.06863689629361272,0.24499143628898068,-1.8652857067295485,0.0730157406,0.0066749103,0.0,10.026880735838636,0.0,500000000.0,0.0,0.0,0.0,0.0,156.491751422,10650.2374197346,VCI,yearly
HDB,2013,3,8.7859316571,0.05431420522664881,0.14917872626287015,0.02757738064794794,0.0730157406,0.0066749103,0.0,11.620744278883933,0.0,500000000.0,0.0,0.0,0.0,0.0,12.47483311,10405.078208642,VCI,yearly
HDB,2013,2,8.7859316571,0.05408140007449714,0.14821448043572652,-14.586235211150079,0.0730157406,0.0066749103,0.0,11.266729180197313,0.0,500000000.0,0.0,0.0,0.0,0.0,153.613362534,10787.492195894,VCI,yearly
HDB,2013,1,8.7859316571,0.05645390611069533,0.15517993883409717,0.4317673003230705,0.0730157406,0.0066749103,0.0,11.15009213479981,0.0,500000000.0,0.0,0.0,0.0,0.0,112.612198728,10787.492195894,VCI,yearly
