price,acc_volume,acc_buy_volume,acc_sell_volume,acc_undefined_volume
77200.0,6100.0,6100.0,0.0,0.0
77100.0,70900.0,30200.0,40700.0,0.0
77000.0,154600.0,112900.0,41700.0,0.0
76900.0,165700.0,101000.0,64700.0,0.0
76800.0,221700.0,111900.0,109800.0,0.0
76700.0,264200.0,113300.0,150900.0,0.0
76600.0,323800.0,83400.0,240400.0,0.0
76500.0,387100.0,144700.0,242400.0,0.0
76400.0,346200.0,35900.0,310300.0,0.0
76300.0,64100.0,0.0,64100.0,0.0
