ticker,yearReport,lengthReport,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Minority Interest,Net Profit For the Year,Attributable to parent company,EPS_basis,data_source,period_type
BID,2022,4,33993242000000,0.3713508361093916,4078937000000,0.8392612359449232,33993242000000,-19565041000000,14428201000000,2889252000000,-1455874000000,1433378000000,1125578000000,30429000000,141302000000,1641539000000,-1277850000000,363689000000,44232000000,17566809000000,-7744782000000,9822027000000,-4576116000000,5245911000000,-1088919000000,-1103093000000,14174000000,-78055000000,4156992000000,4078937000000,0,VCI,yearly
BID,2022,3,30624151000000,0.17832007184700413,5277956000000,1.577106819477973,30624151000000,-16525726000000,14098425000000,2571483000000,-1130268000000,1441215000000,801464000000,5751000000,51446000000,1526207000000,-469647000000,1056560000000,99667000000,17554528000000,-5452199000000,12102329000000,-5428946000000,6673383000000,-1319151000000,-1319050000000,-101000000,-76276000000,5354232000000,5277956000000,0,VCI,yearly
BID,2022,2,29431951000000,0.12459881746510373,5157859000000,0.4097472006542193,29431951000000,-14824806000000,14607145000000,2688001000000,-1186262000000,1501739000000,625061000000,-65939000000,64127000000,1702707000000,-367014000000,1335693000000,63616000000,18131442000000,-5195589000000,12935853000000,-6445999000000,6489854000000,-1290219000000,-1290255000000,36000000,-41776000000,5199635000000,5157859000000,0,VCI,yearly
BID,2022,1,26951389000000,0.12025605364315926,3571160000000,0.34855560720612266,26951389000000,-14125462000000,12825927000000,2196838000000,-921744000000,1275094000000,584510000000,-1905000000,1592000000,1659699000000,-201554000000,1458145000000,83437000000,16226800000000,-4322027000000,11904773000000,-7391272000000,4513501000000,-875836000000,-876776000000,940000000,-66505000000,3637665000000,3571160000000,0,VCI,yearly
BID,2021,4,24788144000000,-0.045132041084661755,2217704000000,0.3550214583883235,24788144000000,-13934803000000,10853341000000,3000395000000,-1156141000000,1844254000000,654874000000,12748000000,578291000000,3199405000000,-1925725000000,1273680000000,34547000000,15251735000000,-6145777000000,9105958000000,-6237747000000,2868211000000,-572595000000,-573027000000,432000000,-77912000000,2295616000000,2217704000000,0,VCI,yearly
BID,2021,3,25989671000000,0.050713305505855934,2048016000000,-0.02862083734316594,25989671000000,-13785010000000,12204661000000,2446148000000,-851927000000,1594221000000,456922000000,-2421000000,151461000000,1202802000000,-408752000000,794050000000,47882000000,15246776000000,-5070807000000,10175969000000,-7502132000000,2673837000000,-551521000000,-546819000000,-4702000000,-74300000000,2122316000000,2048016000000,0,VCI,yearly
BID,2021,2,26171067000000,0.1156760546460322,3658712000000,0.8449997529048805,26171067000000,-13241606000000,12929461000000,2702988000000,-961339000000,1741649000000,405421000000,121802000000,-162263000000,2406503000000,-218836000000,2187667000000,67927000000,17291664000000,-4108256000000,13183408000000,-8519881000000,4663527000000,-924352000000,-924885000000,533000000,-80463000000,3739175000000,3658712000000,0,VCI,yearly
BID,2021,1,24058240000000,-0.09335566117767545,2648137000000,0.8790082074635623,24058240000000,-13228171000000,10830069000000,2217213000000,-782881000000,1434332000000,379157000000,450607000000,-330896000000,2125881000000,-321372000000,1804509000000,37266000000,14605044000000,-4036501000000,10568543000000,-7172520000000,3396023000000,-674484000000,-678749000000,4265000000,-73402000000,2721539000000,2648137000000,0,VCI,yearly
BID,2020,4,25959761000000,-0.02605970819189622,1636656000000,-0.45266825962421137,25959761000000,-15394359000000,10565402000000,2576222000000,-983690000000,1592532000000,486025000000,1051000000,506086000000,4394408000000,-2119028000000,2275380000000,53202000000,15479678000000,-6322110000000,9157568000000,-7005559000000,2152009000000,-456167000000,-444533000000,-11634000000,-59186000000,1695842000000,1636656000000,0,VCI,yearly
BID,2020,3,24735264000000,-0.030673687333193693,2108359000000,0.16234756433722186,24735264000000,-15590975000000,9144289000000,2160529000000,-792731000000,1367798000000,437501000000,58223000000,339979000000,1288201000000,-286459000000,1001742000000,43036000000,12392568000000,-3931394000000,8461174000000,-5758095000000,2703079000000,-529014000000,-534315000000,5301000000,-65706000000,2174065000000,2108359000000,0,VCI,yearly
BID,2020,2,23457586000000,-0.06541575668794519,1983042000000,0.1575981310702565,23457586000000,-16518543000000,6939043000000,2055788000000,-842724000000,1213064000000,397673000000,240555000000,797443000000,1463454000000,-233011000000,1230443000000,5266000000,10823487000000,-3958402000000,6865085000000,-4320486000000,2544599000000,-496316000000,-502288000000,5972000000,-65241000000,2048283000000,1983042000000,0,VCI,yearly
BID,2020,1,26535477000000,0.12953289556969705,1409327000000,-0.2843730958280863,26535477000000,-17386826000000,9148651000000,1822199000000,-736287000000,1085912000000,418676000000,180340000000,-128871000000,842453000000,-261068000000,581385000000,52763000000,11338856000000,-3483949000000,7854907000000,-6040664000000,1814243000000,-369790000000,-368148000000,-1642000000,-35126000000,1444453000000,1409327000000,0,VCI,yearly
BID,2019,4,26654366000000,0.13117445819889487,2990245000000,0.7445087480820727,26654366000000,-17057425000000,9596941000000,2362350000000,-1097291000000,1265059000000,417570000000,62964000000,663811000000,2319536000000,-456800000000,1862736000000,37527000000,13906608000000,-6551168000000,7355440000000,-3507245000000,3848195000000,-828449000000,-800921000000,-27528000000,-29501000000,3019746000000,2990245000000,0,VCI,yearly
BID,2019,3,25517995000000,0.15050043712983674,1813880000000,0.03470542600282937,25517995000000,-16766310000000,8751685000000,1943319000000,-892993000000,1050326000000,342412000000,175004000000,-2309000000,1491564000000,-287886000000,1203678000000,67268000000,11588064000000,-3512899000000,8075165000000,-5755970000000,2319195000000,-445022000000,-447610000000,2588000000,-60293000000,1874173000000,1813880000000,0,VCI,yearly
BID,2019,2,25099488000000,0.13226935135160983,1713066000000,-0.10430544255959041,25099488000000,-15998300000000,9101188000000,1958394000000,-866452000000,1091942000000,412152000000,48795000000,125164000000,1292748000000,-168753000000,1123995000000,62287000000,11965523000000,-4218138000000,7747385000000,-5559282000000,2188103000000,-441858000000,-442185000000,327000000,-33179000000,1746245000000,1713066000000,851,VCI,yearly
BID,2019,1,23492434000000,0.059972575318047935,1969360000000,-0.004460153585386185,23492434000000,-14947382000000,8545052000000,1627188000000,-750722000000,876466000000,322487000000,38741000000,-389069000000,1507435000000,-243256000000,1264179000000,47403000000,10705259000000,-2997973000000,7707286000000,-5186551000000,2520735000000,-496006000000,-497003000000,997000000,-55369000000,2024729000000,1969360000000,0,VCI,yearly
BID,2018,4,23563444000000,0.12912725900861302,1714090000000,-0.3607864971186559,23563444000000,-14223504000000,9339940000000,2046866000000,-1037559000000,1009307000000,242224000000,-36476000000,13110000000,1555794000000,-599203000000,956591000000,99621000000,11624317000000,-4877679000000,6746638000000,-4528170000000,2218468000000,-493361000000,-477842000000,-15519000000,-11017000000,1725107000000,1714090000000,0,VCI,yearly
BID,2018,3,22179909000000,0.04864022764947511,1753040000000,0.16472937104055863,22179909000000,-14028926000000,8150983000000,1632707000000,-812488000000,820219000000,360678000000,-3252000000,241847000000,1631999000000,-361607000000,1270392000000,25026000000,10865893000000,-4242377000000,6623516000000,-4339726000000,2283790000000,-473461000000,-473056000000,-405000000,-57289000000,1810329000000,1753040000000,0,VCI,yearly
BID,2018,2,22167418000000,0.16582760602680538,1912556000000,1.1440994429428402,22167418000000,-13868119000000,8299299000000,1706365000000,-730348000000,976017000000,222089000000,156443000000,-4209000000,1357162000000,-359411000000,997751000000,74664000000,10722054000000,-4224777000000,6497277000000,-4012697000000,2484580000000,-499292000000,-495449000000,-3843000000,-72732000000,1985288000000,1912556000000,0,VCI,yearly
BID,2018,1,22163247000000,0.2558307823285845,1978183000000,0.08472105014095134,22163247000000,-12997607000000,9165640000000,1415907000000,-670651000000,745256000000,214694000000,528741000000,-16671000000,799905000000,-201913000000,597992000000,42695000000,11278347000000,-2779640000000,8498707000000,-6013042000000,2485665000000,-464556000000,-480281000000,15725000000,-42926000000,2021109000000,1978183000000,0,VCI,yearly
